comment_id	expert_name	date	comment
40	SP Tulsian  	2010-01-11 21:31:00	Infinite Computer or Birla Shloka: Which is a better bet?
41	Girish Pai  	2009-12-16 14:01:00	DB Corp could deliver returns over longer-term: Girish Pai
42	SP Tulsian  	2009-11-17 16:21:00	RIL won't surge post announcement at its AGM: SP Tulsian
43	SP Tulsian  	2009-09-23 11:54:00	Globus Spirits looks attractive for long term: SP Tulsian
44	SP Tulsian  	2009-09-07 11:18:00	See Oil India's fair value at Rs 900/sh: SP Tulsian
45	Atul Mehra  	2009-09-04 10:25:00	Oil India IPO: Lead Manager discusses prospects
46	SP Tulsian  	2009-09-02 21:33:00	Globus Spirits could give 20% return on listing: SP Tulsian
47	Motilal Oswal	2009-07-24 11:31:00	Adani Power's pre-IPO NPV at Rs 68-93: Motilal Oswal
48	SP Tulsian  	2008-06-09 18:14:00	Avoid First Winner, Sejal Architectural IPOs: Tulsian
49	SP Tulsian  	2010-10-12 18:07:00	Coal India IPO price band quite expensive: SP Tulsian
50	SP Tulsian  	2010-10-05 16:07:00	Upcoming IPOs: How should you approach them?
51	S Ramesh 	2010-09-23 11:38:00	IPO rush: What do I-Bankers say?
52	SP Tulsian  	2010-09-15 22:11:00	Upcoming IPOs: Which one should you subscribe to?
53	Vaibhav Agrawal  	2010-08-16 13:38:00	SKS fairly valued at current levels: Angel Broking
54	Motilal Oswal	2010-07-19 17:28:00	Avoid Midfield Industries IPO: Motilal Oswal
55	S Ramesh  	2010-06-12 12:35:00	All that you want to know about IPOs
56	SP Tulsian  	2010-05-04 11:37:00	Satluj Jal Vidyut may list around Rs 30/sh: SP Tulsian
57	SP Tulsian  	2010-03-16 17:38:00	Expect NMDC's FPO price around Rs 300: Tulsian
58	SP Tulsian  	2010-03-09 13:05:00	NMDC may settle around Rs 300-320 post issue: SP Tulsian
59	SP Tulsian  	2010-02-24 13:01:00	See upside potential in DB Realty: SP Tulsian
60	Prithvi Haldea 	2010-02-18 13:04:00	REC dips on pricing woes, experts differ on floor price
61	SP Tulsian  	2011-09-06 19:08:00	PG Electroplast doesn't deserve more than Rs 50/sh: Tulsian
62	Vaibhav Agrawal  	2011-08-12 12:16:00	L&T; Fin trading at 14 PE; hold at current levels: Angel
63	Prithvi Haldea 	2011-07-28 21:21:00	New IPO form will remove irrelevant info: Prime Database
64	Kajal Gandhi  	2011-07-28 12:40:00	Risky to subscribe L&T; Fin on debut? Experts debate
65	SP Tulsian  	2011-04-21 14:53:00	Muthoot Finance IPO: Experts divided on the issue
66	SP Tulsian  	2010-12-08 17:18:00	A2Z Maintenance IPO looks quite expensive: SP Tulsian
67	SP Tulsian  	2010-11-04 12:28:00	See Coal India above Rs 300/sh for next 6-mths: SP Tulsian
68	S Ramesh 	2010-10-23 11:19:00	Quarter of Coal India QIB demand came from US: Kotak
69	Prasad Baji  	2010-10-21 14:42:00	Coal India fair value at Rs 316 per share: Edelweiss
70	Motilal Oswal	2010-10-13 11:37:00	Subscribe to Coal India, target of Rs 325/sh: Motilal Oswal
71	SP Tulsian  	2010-10-13 10:41:00	What are Tulsian's favourite IPOs?
72	Prithvi Haldea 	2010-10-12 19:54:00	Happy with price band valuation of Coal India: Haldea
73	Jagannadham Thunuguntla 	2012-03-09 16:31:00	MCX - Shining star; 11 IPOs already called off in 2012
74	VS Fernando  	2012-02-21 20:30:00	IPO Scan: Multi Commodity Exchange of India
75	Prithvi Haldea 	2012-02-16 10:47:00	Offer sops to push retail input in ONGC auction: Haldea
76	SP Tulsian 	2012-02-15 15:09:00	Rs 270 expected floor price for ONGC auction: Tulsian
77	Jagannadham Thunuguntla 	2012-01-27 14:38:00	Primary markets turmoil: Already 4 IPOs called off in 2012!
78	Prithvi Haldea 	2012-01-24 13:41:00	SEBI move to avert listing day manipulation: Prime Database
79		2012-01-19 21:32:00	IPO market likely to do better in 2012: ICICI Sec
80	Prithvi Haldea 	2011-12-30 13:15:00	SEBI's market supervision getting stronger: Prime Database
81	Jagannadham Thunuguntla 	2011-12-22 14:14:00	IPOs worth Rs 32,000 cr called off in 2011: J Thunuguntla
82	Prithvi Haldea 	2011-12-21 12:36:00	Here's how Prime Database sees IPO market in 2012
83	Prithvi Haldea 	2011-11-22 12:05:00	Govt should intervene in capital market: Prime Database
84	SP Tulsian 	2011-09-29 12:35:00	IPO Talk: Tulsian reviews Flexituff, PG Electroplast
85	VS Fernando  	2012-05-16 18:32:00	Speciality Restaurants IPO: Pedigree warrants investment
86	VS Fernando  	2012-05-14 17:10:00	Monarch Health IPO: Who is the real promoter of company?
87	V S Fernando  	2012-05-09 17:13:00	Poly-sack sector’s poor discounting weighs on Plastene IPO
88	VS Fernando  	2012-05-02 15:28:00	SMF IPO: Complex holdings & tax haven routes raise doubts!
89	VS Fernando 	2012-04-24 10:44:00	TBZ's IPO price does not exude much optimism
90		2012-04-04 15:00:00	13 IPOs called off in 2012: SMC Global
91	SP Tulsian  	2012-03-27 18:25:00	MT Educare looks very expensive: SP Tulsian
92	V S Fernando  	2012-03-27 15:18:00	MT Educare IPO: Valuation appears to be over-stretched
93	Jagannadham Thunuguntla 	2012-03-22 13:00:00	12 IPOs already called off in 2012: SMC Global
94	V S Fernando  	2012-03-22 09:04:00	NBCC a safe bet, says VS Fernando
95	SP Tulsian  	2012-03-20 18:00:00	NBCC IPO: No great excitement, says SP Tulsian
96	VS Fernando  	2012-03-10 20:18:00	IPO scan: Olympic Cards
97	VS Fernando 	2012-12-10 12:47:00	PC Jeweller IPO: Price glitters though brand is hazy!
98		2012-12-07 12:46:00	CARE: Bonanza for existing shareholders, says V S Fernando
99	VS Fernando 	2012-11-21 12:57:00	Listed jewels make Tara less attractive: VS Fernando
100	VS Fernando 	2012-09-27 16:51:00	RCL Retail IPO: Promoters' stake provides food for thought!
101	VS Fernando 	2012-09-26 12:18:00	Anshu's Clothing bares BSE-SME due diligence!
102	VS Fernando 	2012-09-06 17:44:00	Should you subscribe to Comfort Commotrade IPO?
103	VS Fernando 	2012-09-05 16:00:00	Should you subscribe to Thejo Engineering IPO?
104	Prithvi Haldea 	2012-08-16 20:13:00	Safety net a good idea for small allottees: Prithvi Haldea
105	Prithvi Haldea 	2012-08-16 08:56:00	e-IPO is a fantastic proposition: Prithvi Haldea
106	Jagannadham Thunuguntla 	2012-07-03 12:23:00	55 IPOs of Rs 50,500 Cr call off in 18 months: SMC Global
107	Jagannadham Thunuguntla 	2012-05-30 09:18:00	50 IPOs of Rs 40,000 cr called off: SMC Global
108	V Jayasankar 	2012-05-21 13:18:00	Is Speciality Restaurants' IPO really a success?
109	VS Fernando 	2013-02-11 15:25:00	Why you should avoid Sai Silk IPO
110	VS Fernando 	2013-02-01 14:36:00	Will V-Mart Retail be different from V2 (Vishal) Retail?
111	Abhishek Anand  	2012-12-28 11:47:00	Bharti Infra may see 10% growth in 2yrs: Centrum Broking
112	SP Tulsian 	2012-12-27 19:16:00	PC Jeweller looks expensive beyond Rs 150: SP Tulsian
113	SP Tulsian 	2012-12-27 18:52:00	Bharti Infratel may list below Rs 200, says SP Tulsian
114	SP Tulsian 	2012-12-27 14:23:00	Expect CARE to hit Rs 1100 in 8-12 months: Tulsian
115	SP Tulsian 	2012-12-27 08:49:00	Expect Rs 150-155 on PC Jeweller in 6-8 months: Tulsian
116	Vaibhav Agrawal 	2012-12-26 12:12:00	CARE may grow 15-17%, better margins: Angel Broking
117	SP Tulsian 	2012-12-24 19:34:00	CARE listing: SP Tulsian expects Rs 900+
118	Sanjay Chawla  	2012-12-14 11:27:00	Is Bharti Infra IPO a good bet? Experts differ in opinion
119		2012-12-12 12:11:00	VS Fernando cautious on Bharti Infratel issue
120		2012-12-11 20:26:00	Promoter disclosures sketchy, avoid Bharti Infratel: Expert
121	VS Fernando 	2013-04-26 19:38:00	Scotts Garments IPO: Another Bombay Rayon in the making?
122	VS Fernando 	2013-03-28 19:54:00	Samruddhi Realty IPO: Spending Rs 60 Lk to raise Rs 2.6 cr!
123	VS Fernando 	2013-03-28 14:10:00	Ashapura Intimates IPO - unfit for investment: VS Fernando
124	VS Fernando 	2013-03-25 12:38:00	Opal Luxury IPO: Lean promoter-stake reduces comfort
125	VS Fernando 	2013-03-19 17:42:00	Lakhotia Poly IPO: Circular funding weaves unholy alliance!
126	VS Fernando 	2013-03-18 14:00:00	GCM Securities: Has BSE forgotten GCM's track?
127	VS Fernando 	2013-03-13 14:34:00	Repco Home IPO: Carlyle holds the key post-lock-in!
128	VS Fernando 	2013-03-12 17:44:00	SME: Should you subscribe to Bothra Metals & Alloys IPO?
129	VS Fernando 	2013-03-01 14:35:00	HPC Bio: Another 'scientific' IPO that lacks 'chemistry'!
130	VS Fernando 	2013-02-22 17:01:00	Channel Nine: Perfect entertainment for 'club members'!
131	VS Fernando 	2013-02-20 12:14:00	KFL exposes how utterly incompetent are our mkt regulators!
132	VS Fernando 	2013-02-18 16:53:00	Sunstar: Questionable stake-shifting, pricing go unnoticed
133	VS Fernando 	2013-09-10 18:41:00	RJ Bio - Pre-IPO profit bloom makes margin suspect: Expert
134	VS Fernando 	2013-08-26 18:14:00	Tiger Logistics IPO price looks unattractive: VS Fernando
135	Andrew Holland 	2013-08-19 12:04:00	Six SMEs launch IPOs despite weak market trends
136	VS Fernando 	2013-08-14 17:53:00	Why investors should stay away from Kushal Tradelink IPO
137	VS Fernando 	2013-08-12 15:23:00	VKJ Infra seems like another Silverpoint: VS Fernando
138	VS Fernando 	2013-08-12 13:21:00	Silverpoint IPO: When will regulators wake up from slumber?
139	VS Fernando 	2013-07-31 20:10:00	GCM Commodity: BSE's incompetence thoroughly exposed!
140	VS Fernando 	2013-06-10 14:13:00	e-Dynamics IPO: A hi-tech sounding co's not so hi-tech biz
141	Motilal Oswal	2013-06-05 15:16:00	Motilal Oswal sets Just Dial target at Rs 660
142	Ankur Rudra 	2013-06-05 12:15:00	Fair value for Just Dial at Rs 440/share; sell it: Ambit
143	VS Fernando 	2013-05-20 14:51:00	Just Dial IPO valuation way too demanding, says VS Fernando
144	VS Fernando 	2013-05-17 18:19:00	Onesource Techmedia: Yet another IPO for 'Guiness Record'
145	VS Fernando 	2014-01-15 16:28:00	Chemtech Industrial Valves IPO unsafe to invest:VS Fernando
146	Harshavardhan Dole 	2013-12-03 10:56:00	Power Grid's valuations make FPO a compelling buy: IIFL
147	SP Tulsian 	2013-12-03 10:23:00	Power Grid FPO: Tulsian analyses if you should subscribe it
148	VS Fernando 	2013-10-16 17:45:00	Amrapali Capital IPO scan by VS Fernando
149	VS Fernando 	2013-10-16 17:45:00	Stellar Capital Services IPO scan by VS Fernando
150	VS Fernando 	2013-10-14 20:14:00	Mitcon IPO: Past merits premium, future looks uncertain
151	VS Fernando 	2013-10-08 17:36:00	SME IPO: SRG Securities Finance deserves a pass: Fernando
152	VS Fernando 	2013-10-06 20:40:00	Rupee may impact profit margins of VCU Data: VS Fernando
153	VS Fernando 	2013-09-30 18:23:00	Newever Trade IPO: On a wing and a prayer?
154	VS Fernando 	2013-09-30 18:08:00	Subh Tex IPO: Fishy promoters lacking corporate governance
155	VS Fernando 	2013-09-24 16:49:00	Satkar Finlease IPO:Poor track record speaks for its itself
156	VS Fernando 	2013-09-10 18:42:00	Don't be too optimistic about Ace Tours' prospects: Expert
157	VS Fernando 	2014-09-09 15:49:00	Encash Entertainment IPO scan
158	VS Fernando 	2014-09-05 12:49:00	Sharda Crop's fabulous profit margin raises doubt: Expert
159	VS Fernando 	2014-08-26 13:23:00	IPO: Does Snowman deserve 26-28% m-cap of parent Gateway?
160	VS Fernando 	2014-05-05 14:30:00	GCM Cap SME IPO: Financials look frightening, says Fernando
161	VS Fernando 	2014-04-21 13:42:00	IPO: Wonderla's profit ratios attractive, says Fernando
162	VS Fernando 	2014-03-29 09:20:00	Women's Next Loungeries IPO opens: Should you subscribe?
163	VS Fernando 	2014-03-11 13:06:00	Loha Ispaat IPO opens: Should you subscribe?
164	VS Fernando 	2014-03-03 17:05:00	Anisha Impex IPO opens: Should you subscribe?
165	VS Fernando 	2014-02-24 17:38:00	Poor corporate governance puts BCP in dim light: Expert
166	VS Fernando 	2014-02-24 13:32:00	Sanco Industries IPO opens: Should you subscribe?
167	VS Fernando 	2014-02-07 18:29:00	Unishire Urban Infra IPO: Should you subscribe?
168	VS Fernando 	2014-02-05 18:35:00	Polymac IPO: Should you subscribe?
169	VS Fernando 	2015-03-03 13:10:00	Be cautious in Ortel Communications IPO, says VS Fernando
170	VS Fernando 	2014-12-29 14:54:00	VS Fernando: NCML IPO to benefit veiled 'angel' investor!
171	VS Fernando 	2014-12-03 07:42:00	Monte Carlo Fashions IPO scan by VS Fernando
172	VS Fernando 	2014-10-30 14:55:00	SME IPO: Jet Infraventure scan by VS Fernando
173	VS Fernando 	2014-09-30 17:40:00	ADCC Infocad IPO scan by VS Fernando
174	VS Fernando 	2014-09-29 20:52:00	Powerhouse Fitness IPO: Valuation too pricey, says expert
175	VS Fernando 	2014-09-29 18:32:00	Vibrant Global Capital IPO: Avoid says VS Fernando
176	VS Fernando 	2014-09-25 16:05:00	Momai Apparels approaches NSE for public float
177	VS Fernando 	2014-09-23 10:19:00	Aryaman Capital: Cronies' merry is investors' worry!
178	VS Fernando 	2014-09-16 08:39:00	Shemaroo IPO: Valuation stiff; operating cash flow a worry
179	VS Fernando 	2014-09-15 12:40:00	Ultracab India: IPO analysis by VS Fernando
180	Prithvi Haldea 	2014-09-10 13:27:00	Is IPO market on a road to recovery?
181	VS Fernando 	2015-06-30 13:01:00	Jiya Eco Products IPO reasonably priced: VS Fernando
182	VS Fernando 	2015-06-24 14:44:00	Manpasand Beverages- Steep pricing gives bitter taste!
183	VS Fernando 	2015-06-24 07:48:00	Ambition Mica IPO scan by VS Fernando
184	Nandkumar Surti 	2015-06-23 12:35:00	Good time to buy; see 50-75 bps cut in FY16: JPMorgan AMC
185	VS Fernando 	2015-05-08 17:10:00	Don't be too optimistic on PNC IPO: Fernando
186	VS Fernando 	2015-04-29 14:14:00	UFO Moviez India IPO analysis: VS Fernando
187	VS Fernando 	2015-04-21 14:41:00	MEP Infrastructure a sick company, says VS Fernando
188	VS Fernando 	2015-04-15 15:25:00	VRL Logistics growth prospects reasonably secured: Fernando
189	VS Fernando 	2015-03-18 15:10:00	Inox Wind's pricing looks very steep, says VS Fernando
190	V Jayasankar 	2015-03-18 13:18:00	Expect IPOs worth Rs 10000-15000cr in FY16: Kotak Invt Bank
191	VS Fernando 	2015-03-16 11:13:00	Supreme India Impex IPO analysis by VS Fernando
192	VS Fernando 	2015-03-09 16:17:00	IPO: Adlabs may deliver only in long term, says VS Fernando
193	Jagannadham Thunuguntla 	2015-08-26 16:08:00	Subscribe to Navkar, Prabhat Dairy IPOs, advises Karvy
194	VS Fernando 	2015-08-25 16:58:00	Pennar Engineered Building IPO - Valuations high: Fernando
195	VS Fernando 	2015-08-25 14:29:00	Shree Pushkar Chemicals IPO scan by VS Fernando
196	VS Fernando 	2015-08-24 14:41:00	Navkar Corporation IPO looks overpriced: VS Fernando
197	Sunil Shankar Matkar 	2015-08-24 08:41:00	Navkar Corporation IPO opens: Should you subscribe?
198	VS Fernando 	2015-08-13 18:44:00	Oyeeee Media: Setting noxious trend!, says VS Fernando
199	VS Fernando 	2015-07-30 18:10:00	Mangalam Seeds IPO scan by VS Fernando
200	VS Fernando 	2015-07-27 17:10:00	Emkay Taps SME: Financials justify price, returns uncertain
201	VS Fernando 	2015-07-27 16:53:00	Syngene International IPO scan by VS Fernando
202	Surya Narayan Patra 	2015-07-27 10:54:00	Subscribe to Syngene; expect it to grow 20%: Phillip Cap
203	VS Fernando 	2015-07-20 18:29:00	Amrapali Fincap IPO scan by VS Fernando
204	VS Fernando 	2015-06-30 15:13:00	M D Inducto IPO - wait for 3 yrs to reap benefits: Fernando
205	VS Fernando 	2015-10-14 14:37:00	Coffee Day - Complex structure dilutes flavour: VS Fernando
206	Deven Choksey 	2015-10-14 13:51:00	Why you should subscribe to Coffee Day IPO: KR Choksey
207	Nasrin Sultana 	2015-10-14 07:21:00	Coffee Day Enterprises IPO opens: Should you subscribe?
208	Nasrin Sultana 	2015-10-08 13:41:00	Cafe Coffee Day: 10 things to know about its parent IPO
209	Ravi Kapoor 	2015-10-07 16:35:00	Will see steady IPO flow once volatility ebbs: Citi
210	VS Fernando 	2015-09-30 17:01:00	SME IPO - cautious on Patdiam Jewellery, says VS Fernando
211	VS Fernando 	2015-09-29 17:23:00	Vishal Bearings - Track record justifies premium
212	VS Fernando 	2015-09-24 17:20:00	Ahimsa Ind SME IPO: Rights issue price raises concerns
213	VS Fernando 	2015-09-15 14:51:00	Shaival Reality promoters' cost of holding speaks reality!
214	VS Fernando 	2015-09-10 17:19:00	Sri Krishna - Unpalatable due to steep pricing: VS Fernando
215	VS Fernando 	2015-08-31 16:55:00	Investors may not lose much in Sadbhav Infra IPO: Fernando
216	VS Fernando 	2015-08-28 17:10:00	Prabhat Dairy: Steep pricing makes it a risky proposition
217	V Jayasankar 	2015-12-31 12:39:00	IPO market: Optimistic about 2016, says V Jayasankar
218	Nasrin Sultana 	2015-12-17 10:19:00	Narayana Hrudayalaya IPO opens: Expensive but subscribe
219	Nasrin Sultana 	2015-12-08 08:34:00	Alkem vs Dr Lal Pathlabs: Which IPO is worth your money?
220	Daljeet  Kohli 	2015-12-07 12:25:00	Subscribe to Alkem Labs & Dr Lal Pathlabs: India Nivesh Sec
221	VS Fernando 	2015-10-30 18:59:00	Perfect Infraengineers IPO scan by VS Fernando
222	VS Fernando 	2015-10-28 16:33:00	SH Kelkar IPO - Medium term looks uncertain: Fernando
223	Nasrin Sultana 	2015-10-28 13:00:00	Cobra maker SH Kelkar IPO opens today: Subscribe or avoid?
224	Mayuresh Joshi 	2015-10-27 10:27:00	Subscribe to Indigo at top end of price band: Angel Broking
225	VS Fernando 	2015-10-27 08:13:00	Interglobe Aviation IPO scan by VS Fernando
226	Nasrin Sultana 	2015-10-27 07:48:00	IndiGo's parent IPO opens: Is Rs 700-765/share reasonable?
227	Nasrin Sultana 	2015-10-19 12:23:00	Look before you fly! 10 key things to know about IndiGo IPO
228	Sanjay Manyal 	2015-10-15 13:50:00	ICICI Direct bats for Coffee Day IPO: Here's why
