comment_id	expert_name	date	comment
119	Anil Manghnani 	2007-06-06 11:42:00	Upside left in Lupin, says Manghnani
120	Anil Manghnani 	2007-06-06 11:33:00	Petronet LNG can shoot upto Rs 70: Manghnani
121	Anil Manghnani 	2007-06-06 11:21:00	Above Rs 251, Punj Lloyd can test Rs 276: Manghnani
122	Anil Manghnani 	2007-06-06 11:18:00	Buy UTV Software on declines: Manghnani
123	Anil Manghnani 	2007-06-06 11:05:00	Buy IDBI on dips: Manghnani
124	Anil Manghnani 	2007-06-06 10:59:00	Cinemax has target of Rs 183: Manghnani
125	Anil Manghnani 	2007-06-06 10:55:00	Hold Cummins India: Manghnani
126	Anil Manghnani 	2007-06-06 10:36:00	i-flex Solutions has target of Rs 2545-2550: Manghnani
127	Anil Manghnani 	2007-06-06 10:32:00	Above Rs 1036, NIIT has target of Rs 1150-1160
128	Anil Manghnani  	2007-06-04 17:32:00	Buy Reliance Petroleum on dips
129	Anil Manghnani 	2007-06-14 11:40:00	Above Rs 28.15, Pochiraju Inds can test Rs 32.45
130	Anil Manghnani 	2007-06-14 11:34:00	Aarti Industries has resistance of Rs 36-37
131	Anil Manghnani  	2007-06-13 18:23:00	Dish TV may slip to Rs 96: Manghnani
132	Anil Manghnani  	2007-06-13 18:18:00	Dena Bank has major support at Rs 42
133	Anil Manghnani 	2007-06-11 16:51:00	Moser Baer can go upto Rs 482-493
134	Anil Manghnani 	2007-06-11 11:20:00	More upside in Punj Lloyd: Manghnani
135	Anil Manghnani 	2007-06-11 11:17:00	Buy SAIL on declines: Manghnani
136	Anil Manghnani 	2007-06-11 10:52:00	GSPL has support at Rs 54.80: Manghnani
137	Anil Manghnani 	2007-06-11 10:48:00	Moser Baer can go upto Rs 482-493
138	Anil Manghnani 	2007-06-11 10:33:00	Above Rs 504-509, Satyam may test Rs 525
139	Anil Manghnani 	2007-06-11 10:26:00	Exit Hexaware Technologies at Rs 180: Manghnani
140	Anil Manghnani 	2007-06-08 13:17:00	Buy Tata Steel on fall, says Manghnani
141	Anil Manghnani  	2007-06-21 16:16:00	BPCL has support at Rs 329-330
142	Anil Manghnani  	2007-06-20 17:00:00	Above Rs 640, Tata Power can go upto Rs 680-800
143	Anil Manghnani  	2007-06-20 16:49:00	Sterlite Industries can touch Rs 624-646
144	Anil Manghnani  	2007-06-19 18:51:00	Exit Tata Motors on rally
145	Anil Manghnani  	2007-06-19 18:29:00	Keep stop loss at Rs 1900 in Infosys
146	Anil Manghnani 	2007-06-18 11:22:00	Buy Yes Bank on dips: Manghnani
147	Anil Manghnani 	2007-06-18 11:17:00	Upside left in Lanco Infratech, says Manghnani
148	Anil Manghnani 	2007-06-18 10:42:00	Sonata Software may test Rs 64.80: Manghnani
149	Anil Manghnani 	2007-06-18 10:36:00	Buy PTC at current level, says Manghnani
150	Anil Manghnani 	2007-06-18 10:25:00	Exit Tata Steel at Rs 626-630: Manghnani
151	Anil Manghnani 	2007-06-18 09:21:00	Mkts to struggle ahead: Manghnani
152	Anil Manghnani 	2007-06-14 11:43:00	Exit Unitech at Rs 569
153	Anil Manghnani  	2007-06-28 16:52:00	Grasim has target of Rs 2698
154	Anil Manghnani 	2007-06-26 11:51:00	Cairn has resistance at Rs 146-147
155	Anil Manghnani 	2007-06-26 11:45:00	Book profits in Hindalco at Rs 173: Manghnani
156	Anil Manghnani 	2007-06-26 11:39:00	Yes Bank has target of Rs 187, says Manghnani
157	Anil Manghnani  	2007-06-25 18:54:00	Exit Prism Cement: Manghnani
158	Anil Manghnani  	2007-06-25 18:43:00	RPL can go up to Rs 110-111: Manghnani
159	Anil Manghnani  	2007-06-25 18:39:00	Sell Dr Reddys Laboratories on rally
160	Anil Manghnani  	2007-06-21 17:51:00	Buy Praj Industries on every fall
161	Anil Manghnani  	2007-06-21 17:32:00	Dishman Pharma has target of Rs 368-422
162	Anil Manghnani  	2007-06-21 17:00:00	Buy Kotak Mahindra Bank on correction
163	Anil Manghnani  	2007-06-21 16:56:00	Hold Rolta, says Manghnani
164	Anil Manghnani  	2007-06-21 16:46:00	Book profit in India Cements at Rs 197
165	Anil Manghnani 	2007-07-06 11:05:00	Pick ACC, India Cements on correction
166	Anil Manghnani 	2007-07-06 11:00:00	Voltas has target of Rs 162
167	Anil Manghnani 	2007-07-06 10:52:00	Tata Steel can test Rs 662, says Manghnani
168	Anil Manghnani  	2007-07-06 10:45:00	PFC has resistance at Rs 170-175: Manghnani
169	Anil Manghnani 	2007-07-06 10:40:00	Indian Bank has target of Rs 153: Manghnani
170	Anil Manghnani 	2007-07-06 09:32:00	Big issue launch brings correction: Anil Manghnani
171	Anil Manghnani 	2007-07-05 15:36:00	Below Rs 413, Indiabulls Real can slips to Rs 385
172	Anil Manghnani 	2007-07-05 15:29:00	Hindustan Constr has support at Rs 118: Manghnani
173	Anil Manghnani 	2007-07-02 14:56:00	IVRCL Infra may test Rs 424: Manghnani
174	Anil Manghnani 	2007-07-02 14:50:00	Sell Maruti Udyog on rallies
175	Anil Manghnani  	2007-06-28 17:19:00	Voltas can go upto Rs 120
176	Anil Manghnani  	2007-06-28 17:12:00	Buy RPL on correction
177	Anil Manghnani 	2007-07-13 11:29:00	Above Rs 595, Unitech has target of Rs 623
178	Anil Manghnani 	2007-07-13 11:24:00	Stay invested in Lanco Infratech
179	Anil Manghnani 	2007-07-13 10:49:00	Sterlite Inds can test Rs 700: Manghnani
180	Anil Manghnani 	2007-07-13 10:45:00	GMR Infra has target Rs 1029: Manghnani
181	Anil Manghnani 	2007-07-13 09:34:00	Sensex may hit 15,600 level: Anil Manghnani
182	Anil Manghnani  	2007-07-11 15:20:00	Indiabulls Real Estate one of the stronger realty stock
183	Anil Manghnani  	2007-07-10 19:00:00	Above Rs 282, Bank of Baroda can cross Rs 300
184	Anil Manghnani  	2007-07-10 17:28:00	Bank of India has target of Rs 266
185	Anil Manghnani  	2007-07-10 17:19:00	Reliance Capital has resistance at Rs 1180
186	Anil Manghnani  	2007-07-10 16:43:00	Arvind Mills has trading target of Rs 55
187	Anil Manghnani  	2007-07-10 16:12:00	Buy two wheeler stocks, says Manghnani
188	Anil Manghnani 	2007-07-06 11:27:00	Reliance Comm has target of Rs 576
189	Rahul Mohindar  	2007-07-20 17:14:00	Tata Steel has resistance at Rs 725
190	Rahul Mohindar  	2007-07-20 16:46:00	Hold Neyveli Lignite with stoploss of Rs 74
191	Rahul Mohindar  	2007-07-20 16:40:00	Bongaigaon Refineries can touch Rs 59
192	Rahul Mohindar  	2007-07-20 16:32:00	Bharti Airtel has support at Rs 900
193	Rahul Mohindar  	2007-07-20 16:24:00	Stay invested in Petronet LNG
194	Anil Manghnani 	2007-07-20 11:09:00	Arvind Mills has target of Rs 55, says Manghnani
195	Anil Manghnani 	2007-07-20 10:37:00	Buy Parsvnath Developers on dips
196	Anil Manghnani 	2007-07-18 13:12:00	Above Rs 29.5, UCO Bank can test Rs 31.8: Manghnani
197	Anil Manghnani  	2007-07-17 17:27:00	Buy PFC on correction
198	Anil Manghnani  	2007-07-17 16:58:00	Above Rs 1849-1870, Reliance Industries may touch Rs 2000
199	Anil Manghnani  	2007-07-17 16:42:00	TCS has target of Rs 1200
200	Anil Manghnani 	2007-07-13 11:41:00	Sterlite Inds can test Rs 700: Manghnani
201	Anil Manghnani  	2007-08-06 16:55:00	Suzlon Energy has major support at Rs 1140-1150
202	Anil Manghnani  	2007-08-06 16:33:00	SBI can touch Rs 1780
203	Anil Manghnani  	2007-08-03 19:23:00	Prism Cement has target of Rs 67-68
204	Anil Manghnani  	2007-08-03 19:12:00	Book partial profit in Mphasis
205	Anil Manghnani  	2007-08-03 18:52:00	Above Rs 165-170, TV Today can touch Rs 196
206	Anil Manghnani 	2007-07-25 11:35:00	IFCI has support at Rs 48.60
207	Anil Manghnani 	2007-07-25 11:29:00	Book profits in IDBI at Rs 118-120
208	Anil Manghnani 	2007-07-25 11:11:00	Book some profits in Nagarjuna Construction
209	Anil Manghnani 	2007-07-25 10:59:00	NTPC can touch Rs 178
210	Anil Manghnani 	2007-07-23 15:13:00	Buy Exide Industries on decline
211	Rahul Mohindar  	2007-07-20 17:45:00	Don't buy Mahindra Gesco
212	Rahul Mohindar  	2007-07-20 17:35:00	Reliance Ind has support at Rs 1830
213	Anil Manghnani 	2007-08-17 10:52:00	Buy Reliance Industries on declines: Manghnani
214	Anil Manghnani  	2007-08-17 09:54:00	Still some pain left in the system: Modern Shares
215	Anil Manghnani  	2007-08-14 17:00:00	Book profit in Centurion Bank at Rs 44-46
216	Anil Manghnani  	2007-08-14 16:54:00	Buy Bank of India on every dip
217	Anil Manghnani  	2007-08-14 16:34:00	Stay away from oil stocks for time being
218	Anil Manghnani  	2007-08-14 16:24:00	Neyveli Lignite has target of Rs 87
219	Anil Manghnani  	2007-08-14 16:16:00	Buy NTPC on dips
220	Anil Manghnani  	2007-08-14 16:07:00	Torrent Power can touch Rs 94-95
221	Anil Manghnani 	2007-08-10 09:34:00	Stick to Nifty, Nifty Junior stocks initially: Anil Magnani
222	Anil Manghnani  	2007-08-08 13:26:00	Accumulate Neyveli Lignite at any fall
223	Anil Manghnani  	2007-08-08 13:13:00	Exit Polaris Software on rally
224	Anil Manghnani  	2007-08-06 17:01:00	Above Rs 184, ITC can test Rs 201: Manghnani
225	Anil Manghnani 	2007-08-24 12:00:00	Buy Chambal Fertilisers, Nagarjuna Fertilisers on dip
226	Anil Manghnani 	2007-08-24 11:41:00	Buy Indiabulls Financial closer to Rs 400
227	Anil Manghnani 	2007-08-24 11:34:00	Buy TTML for long term, says Manghnani
228	Anil Manghnani  	2007-08-24 09:44:00	Negative Asian cues not to affect us much: Anil Manghnani
229	Anil Manghnani  	2007-08-21 18:08:00	Exit four wheeler stocks on rise
230	Anil Manghnani  	2007-08-21 17:50:00	Enter in Bharti Airtel at Rs 710
231	Ashu Madan  	2007-08-20 19:32:00	Hold Nagarjuna Fertiliser for long term perpective
232	Anil Manghnani 	2007-08-20 14:34:00	RCF looks good for long term
233	Anil Manghnani  	2007-08-20 14:27:00	Exit Patni Computer on rally, says Manghnani
234	Anil Manghnani 	2007-08-17 11:29:00	Lot of momentum left in Torrent Power, says Manghnani
235	Anil Manghnani 	2007-08-17 11:07:00	Buy Unitech at Rs 439-460: Manghnani
236	Anil Manghnani 	2007-08-17 10:59:00	Buy Tata Steel at Rs 525-540: Manghnani
237	Anil Manghnani  	2007-08-28 18:35:00	Buy Exide Industries on decline
238	Anil Manghnani  	2007-08-28 18:18:00	ICICI Bank has support at Rs 790
239	Anil Manghnani  	2007-08-28 17:44:00	Buy Dena Bank close to Rs 50-52
240	Anil Manghnani  	2007-08-28 17:35:00	Above Rs 295, Lanco Infratech can head upto Rs 310
241	Anil Manghnani  	2007-08-28 17:27:00	Buy Nagarjuna Fertilisers on falls
242	Anil Manghnani  	2007-08-28 17:18:00	Sell Tata Motors, M&M; on every rally
243	Anil Manghnani  	2007-08-28 17:00:00	Sell Hindustan Motors on every rise
244	Anil Manghnani  	2007-08-28 16:51:00	Stay invested in Tata Teleservices
245	Anil Manghnani 	2007-08-27 15:14:00	JP Associates can touch Rs 938: Manghnani
246	Anil Manghnani 	2007-08-27 15:07:00	Above Rs 497, Unitech can test Rs 536: Manghnani
247	Anil Manghnani 	2007-08-24 14:28:00	Buy Unitech on dips, says Manghnani
248	Anil Manghnani 	2007-08-24 12:11:00	India Cements has resistance at Rs 230-235
249	Anil Manghnani  	2007-09-20 17:23:00	Pick sugar stocks on decline: Manghnani
250	Anil Manghnani  	2007-09-19 18:32:00	Above Rs 2198, Reliance can go upto Rs 2263
251	Anil Manghnani  	2007-09-19 17:40:00	Exit ONGC on rise: Manghnani
252	Anil Manghnani  	2007-09-19 16:56:00	Peninsula Land can go upto Rs 700
253	Anil Manghnani  	2007-09-12 18:30:00	Reliance Cap has target around Rs1535
254	Anil Manghnani  	2007-09-12 18:21:00	Stay invested in fertilisers stock
255	Anil Manghnani 	2007-09-10 15:18:00	Exit BPL near to Rs 80: Manghnani
256	Anil Manghnani 	2007-09-10 15:13:00	Essar Steel has resistance at Rs 46-47: Manghnani
257	Anil Manghnani  	2007-09-07 17:20:00	Sell Ashok Leyland on every rise
258	Anil Manghnani  	2007-09-07 17:12:00	Hold Ranbaxy Lab with long-term horizon
259	Anil Manghnani  	2007-09-07 16:37:00	Buy RNRL on every decline
260	Anil Manghnani  	2007-09-07 16:27:00	Rolta has target of Rs 573
261	Anil Manghnani  	2007-11-05 16:40:00	Above Rs 167, PTC India can touch Rs 179-190
262	Anil Manghnani  	2007-11-05 16:25:00	RNRL can go upto Rs 208
263	Anil Manghnani 	2007-11-02 12:32:00	Book some profits in Cairn India: Manghnani
264	Anil Manghnani  	2007-10-31 19:10:00	Buy capital goods, power stocks on any fall
265	Anil Manghnani  	2007-10-31 18:48:00	Buy Petronet LNG on any declines
266	Anil Manghnani  	2007-10-31 18:41:00	Stay invested in Nagarjuna Fertilisers
267	Anil Manghnani  	2007-10-31 18:33:00	Book partial profit in RPL at Rs 252
268	Anil Manghnani 	2007-10-24 14:37:00	Book profits in Indiabulls Financial: Manghnani
269	Anil Manghnani 	2007-10-11 14:34:00	Accumulate Navneet Publications: Manghnani
270	Anil Manghnani  	2007-10-05 17:11:00	Book partial profit in L&T;, ABB
271	Anil Manghnani 	2007-10-03 14:09:00	Ispat Industries has target of Rs 41: Manghnani
272	Anil Manghnani  	2007-09-27 13:17:00	Major resistance for Sensex at 17,330: Modern Shares & Br
273	Anil Manghnani 	2007-11-23 11:16:00	Neyveli Lignite can touch Rs 203: Manghnani
274	Anil Manghnani  	2007-11-23 09:30:00	Mkts could see a significant pullback: Anil Manghnani
275	Anil Manghnani  	2007-11-21 16:12:00	Buy Neyveli Lignite on correction: Manghnani
276	Anil Manghnani 	2007-11-20 15:25:00	Buy SRF, says Manghnani
277	Anil Manghnani  	2007-11-16 11:26:00	Nagarjuna Fertilisers can touch Rs 100: Manghnani
278	Anil Manghnani 	2007-11-16 11:15:00	IOC has target of Rs 645: Manghnani
279	Anil Manghnani 	2007-11-16 11:10:00	Lot of upside in Essar Steel, says Manghnani
280	Anil Manghnani 	2007-11-16 11:01:00	Above Rs 117, IndusInd Bank can touch Rs 148: Manghnani
281	Anil Manghnani 	2007-11-16 10:37:00	Balrampur Chini has support at Rs 80: Manghnani
282	Anil Manghnani 	2007-11-12 17:13:00	RNRL has support at Rs 122-129: Manghnani
283	Anil Manghnani 	2007-11-12 16:55:00	Neyveli Lignite has target of Rs 225: Manghnani
284	Anil Manghnani  	2007-11-05 16:45:00	Neyveli Lignite has resistance at Rs 154
285	Anil Manghnani  	2007-12-12 17:32:00	Above Rs 509, IVR Prime can go upto Rs 559: Manghnani
286	Anil Manghnani 	2007-12-07 15:57:00	Bongaigaon Refineries can touch Rs 157: Manghnani
287	Anil Manghnani 	2007-12-05 14:15:00	HPCL can touch Rs 410: Manghnani
288	Rahul Mohindar  	2007-12-04 16:59:00	Stay invested in BHEL: Mohindar
289	Rahul Mohindar  	2007-12-04 16:47:00	SAIL can touch Rs 305-310: Mohindar
290	Rahul Mohindar  	2007-12-04 16:10:00	Hold WWIL with target of Rs 90: Mohindar
291	Anil Manghnani 	2007-12-03 16:20:00	RNRL can retest Rs 200: Manghnani
292	Rahul Mohindar  	2007-11-28 18:28:00	Correction likely in metal space
293	Rahul Mohindar  	2007-11-28 17:31:00	Maruti Suzuki has support at Rs 920
294	Rahul Mohindar  	2007-11-28 17:08:00	RNRL has good headroom after Rs 169
295	Rahul Mohindar  	2007-11-28 16:50:00	Don' t invest in sugar stocks, says Mohindar
296	Anil Manghnani 	2007-11-23 11:21:00	Essar Oil has target of Rs 202: Manghnani
297	Anil Manghnani 	2008-01-07 11:24:00	Centurion Bank of Punjab has target of Rs 86: Manghnani
298	Anil Manghnani 	2008-01-07 10:40:00	RIL has target of Rs 3267: Manghnani
299	Anil Manghnani  	2008-01-07 09:41:00	Every fall is an opportunity to buy: Manghnani
300	Rahul Mohindar  	2007-12-19 16:45:00	Infras,capital goods better than FMCG: Mohindar
301	Rahul Mohindar  	2007-12-19 16:30:00	Rana Sugars, Triveni Engg can add 15-20%: Mohindar
302	Rahul Mohindar  	2007-12-19 16:09:00	Deccan Aviation has target of Rs 350-355: Mohindar
303	Anil Manghnani 	2007-12-14 11:47:00	Nalco can touch Rs 500: Manghnani
304	Anil Manghnani 	2007-12-14 11:38:00	More upside in Cipla, Dr Reddy's: Manghnani
305	Anil Manghnani 	2007-12-14 11:05:00	Book profits in Ispat between Rs 73-81: Manghnani
306	Anil Manghnani 	2007-12-14 10:49:00	IFCI can touch Rs 125-130: Manghnani
307	Anil Manghnani  	2007-12-14 09:25:00	Midcaps would make for better trading opps: Manghnani
308	Anil Manghnani  	2007-12-12 18:14:00	Reliance Comm has resistance at Rs 775
309	Anil Manghnani 	2008-01-21 15:02:00	Margin call pressure telling on mkts: Anil Manghnani
310	Anil Manghnani 	2008-01-18 11:57:00	Buy power stocks: Manghnani
311	Anil Manghnani 	2008-01-18 11:10:00	Buy ITC on declines: Manghnani
312	Anil Manghnani 	2008-01-18 11:02:00	Buy IDFC on fall: Manghnani
313	Anil Manghnani  	2008-01-14 19:00:00	Above Rs 230, RNRL can cross Rs 244: Manghnani
314	Anil Manghnani  	2008-01-14 18:50:00	Hind Motors looks good from traders' view: Manghnani
315	Anil Manghnani  	2008-01-14 18:43:00	Above Rs 3267, Reliance has target of Rs 3350
316	Anil Manghnani  	2008-01-14 17:02:00	Oriental Bank can go up 10-20%: Manghnani
