comment_id	expert_name	date	comment
45	Rahul Mohindar  	2005-09-22 15:08:00	Sensex below 8300: Technical outlook
46	Amisha Vora  	2005-09-20 15:18:00	Mixed breadth in market at present: Vora
47	Ajay Srivastava  	2005-09-15 16:25:00	No correction in store for markets: Srivastava
48	Sanjay Dutt  	2005-09-14 11:26:00	Sector watch: Steel, Tech & Bank
49	Dilip Bhat  	2005-09-01 12:09:00	Sensex crosses 7900, analysts see it going higher
50	Dilip Bhat  	2005-09-01 11:00:00	Wait and watch for growth in HT Media: Analysts
51	Vibhav Kapoor  	2005-08-30 12:16:00	Analysts divided on banking stocks
52	Timothy Moe 	2005-08-22 13:20:00	Positive on energy, cement: Goldman Sachs
53	Timothy Moe 	2005-08-22 11:29:00	Indian market valuations high: Goldman Sachs
54	Dilip Bhat  	2006-04-21 16:23:00	Watch out for ONGC: Dilip Bhat
55	Dilip Bhat  	2006-02-21 11:52:00	Stay invested in power ancillary & engg stocks: Dilip Bhat
56	Prithvi Haldea 	2005-12-01 17:53:00	Factors to look out for in the ICICI Bank issue
57	Sanjay Dutt  	2005-11-24 18:50:00	No possibility for a new high at present: Dutt
58	Amar Ambani  	2005-11-22 15:52:00	Look forward to Viceroy Hotels, Esab India: India Infoline
59	Dilip Bhat  	2005-11-14 17:54:00	Volatility not easy to comprehend on short run: Bhat
60	Dilip Bhat  	2005-11-14 16:24:00	Sharp market movement calls for caution: Bhat
61	Sanjay Dutt  	2005-11-02 17:29:00	7650-7750 range to hold on the Sensex: Dutt
62	Amisha Vora  	2005-10-27 17:00:00	F&O; settlement sees nervous investors
63	Bhanu Baweja 	2005-10-25 13:13:00	Weakness in rupee expected in short-term: UBS
64	Sanjay Dutt  	2005-10-19 16:23:00	It is a good time to start buying: Sanjay Dutt
65	Amisha Vora  	2005-10-18 19:24:00	Rupee fall could discourage fresh money in the market: Vora
66	Sanjay Dutt  	2006-06-21 09:36:00	Markets to enter consolidation stage at 10,400-10,500: Dutt
67	George Soros 	2006-06-13 18:21:00	Commodities are in for a period of correction: George Soros
68	Ajay Srivastava  	2006-06-12 09:33:00	Expect only limited upside in markets today: Srivastava
69	Anil Manghnani  	2006-06-07 11:22:00	Blue-chip stocks at attractive levels now: Manghnani
70	Ashish Chugh 	2006-06-05 16:33:00	Two hidden gems in the market...
71	Malcolm Wood 	2006-06-02 10:22:00	Still premature to jump into Indian markets: Morgan Stanley
72	Ajay Srivastava  	2006-05-24 16:55:00	Mkt won't revisit Monday's lows: Ajay Srivastava
73	Anil Manghnani  	2006-05-22 13:42:00	Earlier mkt levels not to be regained soon: Manghnani
74	Ashish Chugh 	2006-05-12 16:20:00	Revealing two 'hidden gems' of the market.....
75	Prithvi Haldea  	2006-04-28 10:33:00	Present brokers may run out of business: Prithvi Haldea
76	Ashish Chugh 	2006-04-24 17:07:00	Two 'hidden gems' of the market revealed
77	Malcolm Wood 	2006-04-24 12:26:00	Morgan Stanley expects India to underperform Vs peers
78	Dilip Bhat  	2006-08-07 16:09:00	Mkts to range between 9,800 & 11,500 for next 2 mnths:Bhat
79	Udayan Mukherjee 	2006-08-07 09:37:00	Fed meet to decide fate of markets
80	Udayan Mukherjee 	2006-08-04 09:32:00	Midcaps: A favourite hunting ground now
81	Udayan Mukherjee 	2006-08-03 09:30:00	Will Nifty break the 3200 level today?
82	Udayan Mukherjee 	2006-08-02 09:36:00	Markets weighed down by global jitters
83	Udayan Mukherjee 	2006-07-26 09:40:00	F&O; expiry looming over markets
84	Udayan Mukherjee 	2006-07-24 09:57:00	Earnings, monetary policy, F&O; expiry to direct mkts now
85	Phani Sekhar  	2006-07-12 13:10:00	To rework Infy target upwards of 10-15%: Angel Broking
86	Sanjay Dutt  	2006-07-12 10:18:00	Impact of blasts would be minimal on mkts: Dutt
87	Amisha Vora  	2006-07-06 17:17:00	Results on Tuesday will set the mood for mkt: Vora
88	Dilip Bhat  	2006-06-30 15:37:00	Market continues to be absolutely directionless: Dilip Bhat
89	Dilip Bhat  	2006-06-22 09:27:00	Markets have not stabilised yet: Bhat
90	Sanjay Dutt  	2006-08-22 09:39:00	Upward bias led by overseas money in mkts: Dutt
91	Amisha Vora 	2006-08-21 17:37:00	Stability is returning in mkts: Prabhudas Lilladher
92	Udayan Mukherjee 	2006-08-21 09:34:00	Sensex may take a step closer to 12000 this week
93	Siddharth Bhamre  	2006-08-17 15:02:00	Mkt might drift down to 3300 levels: Angel Broking
94	Udayan Mukherjee 	2006-08-16 09:29:00	Market sentiment back with midcap action
95	Ajay Srivastava  	2006-08-14 09:41:00	FIIs to continue buying in August: Ajay Srivastava
96	Anil Manghnani 	2006-08-14 09:38:00	Momentum to push markets further: Manghnani
97	Udayan Mukherjee 	2006-08-11 09:29:00	Midcaps seem to be flavour of the season
98	Sanjay Dutt  	2006-08-11 09:18:00	Midcap rally will not continue: Dutt
99	Udayan Mukherjee 	2006-08-10 09:29:00	Have markets made the big break out?
100	Udayan Mukherjee 	2006-08-09 09:31:00	Uncertainty lingering in the markets
101	Udayan Mukherjee 	2006-08-08 09:26:00	Fed's move to direct global equity markets
102	Udayan Mukherjee 	2006-09-01 09:47:00	Mkts could rediscover energy and momentum now
103	Sanjay Dutt  	2006-09-01 09:46:00	Expect markets to slowly drift down: Sanjay Dutt
104	Udayan Mukherjee 	2006-08-31 09:30:00	Can markets once again reach the lofty 12,000 plus levels?
105	Udayan Mukherjee 	2006-08-30 09:35:00	No sign of a dip in market sentiment
106	Udayan Mukherjee 	2006-08-29 09:33:00	Low volumes suggest a pause mode in markets
107	Dilip Bhat  	2006-08-28 18:12:00	Mkts poised to move upwards: Dilip Bhat
108	Udayan Mukherjee 	2006-08-28 09:31:00	Expect some fireworks on Tech Mahindra listing
109	Udayan Mukherjee 	2006-08-25 09:48:00	Is the market still in an uptrend?
110	Udayan Mukherjee 	2006-08-24 09:36:00	Do markets need to soften up a bit?
111	Udayan Mukherjee 	2006-08-23 09:37:00	Markets need fresh ammunition to move up further
112	Vibhav Kapoor  	2006-08-23 09:24:00	Some technical correction may come in: Vibhav Kapoor
113	Udayan Mukherjee 	2006-08-22 09:40:00	Markets may consolidate due to uncertain global cues
114	Dilip Bhat  	2006-09-14 09:45:00	Markets moving in northward direction: Dilip Bhat
115	Dilip Bhat  	2006-09-13 14:34:00	Merger with UWB fairly good for IDBI: Prabhudas Lilladher
116	Juerg Kiener  	2006-09-13 11:22:00	Is it the right time to invest in commodities?
117	Amisha Vora  	2006-09-11 12:48:00	Markets should consolidate: Amisha Vora
118	Ajay Srivastava  	2006-09-11 09:54:00	Sensex crossing 12000 this week is doubtful: Srivastava
119	Udayan Mukherjee 	2006-09-08 09:56:00	Weak global cues dampen market sentiment
120	Sanjay Dutt  	2006-09-08 09:54:00	Sensex to go down about 300-400 points: Sanjay Dutt
121	Udayan Mukherjee 	2006-09-07 09:31:00	Not enough steam in markets for Sensex to hit 12K today
122	Udayan Mukherjee 	2006-09-06 09:49:00	Can markets touch the 12,000 mark today?
123	Udayan Mukherjee 	2006-09-05 09:48:00	Is there a trace of euphoria building up in the mkts?
124	Ajay Srivastava  	2006-09-04 09:55:00	Expect auto stocks to grow by 20% soon: Ajay Srivastava
125	Udayan Mukherjee 	2006-09-04 09:37:00	CAC report on P-notes could trouble markets
126	Dilip Bhat  	2006-10-04 13:37:00	It's time to bank on bank stocks, say experts
127	Udayan Mukherjee 	2006-10-04 09:40:00	Global cues may give markets a leg-up today
128	Ajay Srivastava  	2006-10-03 09:47:00	More investor interest brewing: Ajay Srivastava
129	Udayan Mukherjee 	2006-10-03 09:34:00	Will the market take a shot at an all-time high this week?
130	Udayan Mukherjee 	2006-09-29 10:02:00	Markets being cautious ahead of earnings season
131	Dilip Bhat  	2006-09-29 09:48:00	Midcaps are attracting attention: Bhat
132	Udayan Mukherjee 	2006-09-28 10:07:00	Markets significantly poised for new highs
133	Udayan Mukherjee 	2006-09-22 10:08:00	India tops list for most investors in New York
134	Vibhav Kapoor  	2006-09-22 09:48:00	Focus on cement, banks, capital goods: Vibhav Kapoor
135	Dilip Bhat  	2006-09-21 09:44:00	Volatility expected as markets try to hit new highs: Bhat
136	Amisha Vora  	2006-09-20 17:33:00	Mkts to remain volatile before Q2 results: Amisha Vora
137	Sanjay Dutt  	2006-09-18 09:27:00	Markets may see 300-400 points rally: Dutt
138	Udayan Mukherjee 	2006-10-19 09:46:00	Earnings to decide fate of markets
139	Udayan Mukherjee 	2006-10-18 10:32:00	Wipro results to lift market sentiment
140	Udayan Mukherjee 	2006-10-17 10:12:00	Will markets touch the magical 13,000 level today?
141	Udayan Mukherjee 	2006-10-16 09:49:00	Markets all set to welcome big earnings this week
142	Amisha Vora  	2006-10-13 11:36:00	Sensex @ new high: Stocks that look good now
143	Udayan Mukherjee 	2006-10-13 09:44:00	Results season begun in style; where do markets go now?
144	Amisha Vora  	2006-10-13 09:41:00	Expects markets to cross earlier highs by Diwali: Vora
145	Udayan Mukherjee 	2006-10-12 09:32:00	Markets still rangebound despite stellar Infy nos
146	Udayan Mukherjee 	2006-10-11 09:09:00	Infy results to decide markets' next move
147	Dilip Bhat  	2006-10-10 09:35:00	Market valuations not cheap: Dilip Bhat
148	Udayan Mukherjee 	2006-10-06 09:23:00	Will markets end the week on a positive note?
149	Udayan Mukherjee 	2006-10-05 09:34:00	Good global cues to bail markets out today
150	Udayan Mukherjee 	2006-10-31 10:49:00	As earnings season ends, will the uptrend continue?
151	Udayan Mukherjee 	2006-10-30 13:57:00	13K - the dream comeback! What lies ahead?
152	Udayan Mukherjee 	2006-10-30 10:14:00	Mixed bag of expectations for markets today
153	Dilip Bhat  	2006-10-30 09:43:00	Markets upward bound, expect few corrections: Dilip Bhat
154	Udayan Mukherjee 	2006-10-27 10:14:00	Lot of excitement in store for markets today
155	Udayan Mukherjee 	2006-10-26 09:40:00	Markets in consolidation mode
156	Dilip Bhat  	2006-10-23 11:20:00	What to buy and what to sell today?
157	Udayan Mukherjee 	2006-10-23 10:33:00	Can the markets break through 13K mark this week?
158	Dilip Bhat  	2006-10-23 09:37:00	Bull run to continue: Dilip Bhat
159	Ajay Srivastava  	2006-10-20 11:54:00	What to buy and what to sell?
160	Udayan Mukherjee 	2006-10-20 10:44:00	Good Asian cues & RIL may give markets a leg-up today
161	Ajay Srivastava  	2006-10-20 09:43:00	Expect selling today, to pick up on Monday: Srivastava
162	Prithvi Haldea 	2006-11-10 14:37:00	Appetite for good IPOs will remain
163	Udayan Mukherjee 	2006-11-10 09:37:00	Markets keeping traders, investors guessing!
164	Udayan Mukherjee 	2006-11-09 09:33:00	Market searching for direction; interesting days ahead
165	Chris Wood  	2006-11-07 16:41:00	Indian market valuation is high: Chris Wood
166	Ajay Srivastava  	2006-11-07 12:00:00	Value picks from FMCG and media space
167	Ajay Srivastava  	2006-11-07 11:29:00	Bullish trend to continue till budget run up: Srivastava
168	Udayan Mukherjee 	2006-11-07 09:49:00	Will midcaps, smallcaps excite the street?
169	Ajay Srivastava  	2006-11-07 09:40:00	Value buying seen in midcaps:  Ajay Srivastava
170	Udayan Mukherjee 	2006-11-06 09:40:00	Uptrend persists: Will the market broaden?
171	Vibhav Kapoor  	2006-11-03 11:37:00	Bet on these infrastructure buzzers
172	Vibhav Kapoor  	2006-11-03 09:37:00	No reason for markets to go down: Vibhav Kapoor
173	Udayan Mukherjee 	2006-11-01 09:32:00	Will it be a sweet November for markets?
174	Udayan Mukherjee 	2006-11-23 10:07:00	Can the market continue to rally?
175	Udayan Mukherjee 	2006-11-22 09:47:00	Happy days for the markets are back!
176	UDAYAN MUKHERJEE 	2006-11-21 09:36:00	Have bulls regained charge of the market?
177	Ajay Srivastava  	2006-11-20 11:02:00	Should you invest in metals now?
178	Ajay Srivastava  	2006-11-20 09:42:00	Expect a sell off today: Ajay Srivastava
179	Vibhav Kapoor  	2006-11-17 17:33:00	Expect mkt correction next week: IL&FS;
180	Udayan Mukherjee 	2006-11-17 10:12:00	Mkts to be stable on back of good global cues
181	Udayan Mukherjee 	2006-11-16 10:18:00	Mkts still not done with the uptrend
182	Udayan Mukherjee 	2006-11-15 09:37:00	Mkts to rally on back of corporate news, good global cues
183	N Jayakumar 	2006-11-14 12:42:00	How are brokerage stocks shaping?
184	Udayan Mukherjee 	2006-11-14 09:41:00	Mkts set for a clean run in the near term
185	Udayan Mukherjee 	2006-11-13 09:58:00	It's time to get cautious on the market
186	Udayan Mukherjee 	2006-11-30 09:37:00	Midcaps, smallcaps rallying: Watch out for this space
187	Udayan Mukherjee 	2006-11-29 09:36:00	Mkts can heave a sigh of relief due to stable global cues
188	Ajay Srivastava  	2006-11-28 11:56:00	You can't go wrong with these sectors!
189	Udayan Mukherjee 	2006-11-28 09:55:00	Will weak global cues peg Indian markets back?
190	Ajay Srivastava  	2006-11-28 09:42:00	Expect some selling pressure: Ajay Srivastava
191	Ashish Chugh 	2006-11-27 12:00:00	Dark horses in the smallcap space
192	Udayan Mukherjee 	2006-11-27 09:44:00	F&O; expiry, stock-specific action to keep mkt lively
193	Anil Manghnani 	2006-11-24 09:55:00	No sell signal on charts: Anil Manghnani
194	UDAYAN MUKHERJEE 	2006-11-24 09:48:00	Will markets have another day of consolidation?
195	Dilip Bhat  	2006-11-23 16:13:00	Stock Outlook: IVRCL Prime Urban
196	S Ramesh 	2006-11-23 13:37:00	Why do Indian cos AIM for raising funds?
197	Malcolm Wood  	2006-11-23 12:38:00	Rates in India, China may nudge up: Morgan Stanley
198	Udayan Mukherjee 	2006-12-13 09:49:00	Is there more technical pain left in the system?
199	Udayan Mukherjee 	2006-12-12 15:15:00	Sensex nosedives: Panic creeps into the market
200	Udayan Mukherjee 	2006-12-12 09:40:00	Brace yourself for yet another rocky ride
201	Udayan Mukherjee 	2006-12-11 13:09:00	Markets tumble: Fresh shorting coming in
202	Udayan Mukherjee 	2006-12-11 10:01:00	Markets to react to unexpected newsflow
203	Anil Manghnani 	2006-12-08 10:00:00	Good trading opportunites among F&O; stocks: Manghnani
204	Udayan Mukherjee 	2006-12-08 09:40:00	Lack of momentum and movement at current levels
205	Udayan Mukherjee 	2006-12-06 09:50:00	Caution, excitement, greed: Good mix of sentiments for mkts
206	Udayan Mukherjee 	2006-12-05 10:15:00	Traders gung-ho as markets nudge upto 14000
207	Udayan Mukherjee 	2006-12-04 09:46:00	Market momentum still with the bulls
208	Udayan Mukherjee 	2006-12-01 09:57:00	Where will retail sentiment head in the next few months?
209	Anil Manghnani 	2006-12-01 09:44:00	Nifty to break out on way up: Manghnani
210	Udayan Mukherjee 	2006-12-27 09:37:00	Could we end the year with a bang?
211	Udayan Mukherjee 	2006-12-26 09:29:00	Rangebound trade to continue in markets
212	Vibhav Kapoor  	2006-12-21 09:42:00	Inherent mkt weakness, distribution taking place: IL&FS;
213	Udayan Mukherjee 	2006-12-21 09:30:00	Mkts unpredictable: Take cash and stay on sidelines
214	Udayan Mukherjee 	2006-12-20 09:40:00	Markets to still remain volatile
215	Vibhav Kapoor  	2006-12-19 14:44:00	Mkts slip due to array of factors: IL&FS;
216	Udayan Mukherjee 	2006-12-19 14:23:00	Mkts going through violent consolidation phase
217	Udayan Mukherjee 	2006-12-19 09:24:00	Will soft global cues peg markets back?
218	Malcolm Wood 	2006-12-18 11:54:00	Risk appetite high in Asia: Morg' Stanley
219	Udayan Mukherjee 	2006-12-18 09:52:00	Will markets continue to rally?
220	Anil Manghnani 	2006-12-18 09:44:00	Trade long with stop losses: Manghnani
221	Udayan Mukherjee 	2006-12-14 09:47:00	This week's closing to decide fate of markets
222	Udayan Mukherjee 	2007-01-12 09:35:00	Yesterdays spillover may continue
223	Udayan Mukherjee 	2007-01-11 09:11:00	Infy results to impact mkt play
224	Lalit Thakkar 	2007-01-10 16:38:00	Auto, s/w, cement to impress in Q3: Angel Broking
225	Udayan Mukherjee 	2007-01-10 09:25:00	Global, liquidity cues to weigh down markets
226	Udayan Mukherjee 	2007-01-09 09:27:00	Newsflows to direct rangebound mkts
227	Udayan Mukherjee 	2007-01-08 09:35:00	Waiting for mkts to make a decisive move
228	Anil Manghnani  	2007-01-05 09:31:00	Buy IT mid-caps on any decline: Anil Manghnani
229	Ajay Srivastava  	2007-01-02 09:36:00	Equity to outperform other assets in '07: Ajay Srivastava
230	Lalit Thakkar 	2006-12-29 15:30:00	2007 for large caps, mid-caps: Lalit Thakkar
231	Anil Manghnani 	2006-12-29 10:46:00	Trade long, maintain stop losses: Manghnani
232	Udayan Mukherjee 	2006-12-29 09:38:00	How should you trade in 2007?
233	Udayan Mukherjee 	2006-12-28 09:44:00	Good global cues to support market rally
234	Dilip Bhat  	2007-01-25 12:49:00	Should you add these stocks to your shopping list?
235	Udayan Mukherjee 	2007-01-25 09:25:00	No major jitters to make markets nervous
236	Udayan Mukherjee 	2007-01-24 09:33:00	Can markets drift down to the lower end of the range?
237	Udayan Mukherjee 	2007-01-23 09:32:00	Markets to remain rangebound
238	Udayan Mukherjee 	2007-01-22 09:23:00	Brace yourself for a heavy newsflow week
239	Udayan Mukherjee 	2007-01-19 09:56:00	No signs of mkt weakness despite yesterday's volatility
240	Ajay Srivastava  	2007-01-19 09:43:00	Do not commit more funds now: Ajay Srivastava
241	Udayan Mukherjee 	2007-01-18 09:33:00	Mkts headed for yet another day of consolidation
242	Udayan Mukherjee 	2007-01-17 09:44:00	Mkts headed for some more consolidation
243	Udayan Mukherjee 	2007-01-15 09:55:00	Mkts rediscover momentum to take it beyond current levels
244	Anil Manghnani  	2007-01-12 09:53:00	Wait to buy fresh, eye 3800 on Nifty: Anil Manghnani
245	Dilip Bhat  	2007-01-12 09:38:00	Market volatility to stay: Dilip Bhat
246	Udayan Mukherjee 	2007-02-08 09:36:00	Markets not in a mood to consolidate for too long
247	Ajay Srivastava  	2007-02-08 09:35:00	High levels build-up to Budget: Ajay Srivastava
248	Udayan Mukherjee 	2007-02-07 09:37:00	Will markets bounce back today?
249	Dilip Bhat  	2007-02-06 09:44:00	FII flows are back, prices pushed up: Dilip Bhat
250	Udayan Mukherjee 	2007-02-06 09:38:00	Three good days, market at all time highs
251	Udayan Mukherjee 	2007-02-05 09:47:00	Rediscovered momentum for the market now
252	Anil Manghnani 	2007-02-02 09:44:00	Dont trade, take position play or invest: Manghnani
253	Udayan Mukherjee 	2007-02-02 09:33:00	Will markets move to new highs?
254	Udayan Mukherjee 	2007-02-01 09:18:00	Markets to react to Fed statement
255	Malcolm Wood 	2007-01-29 11:04:00	Like to see Indian mkts cool off a little: Morgan Stanley
256	Dilip Bhat  	2007-01-29 09:43:00	Volatility of markets to continue: Prabhudas Lilladher
257	Udayan Mukherjee 	2007-01-29 09:13:00	Credit policy to decide markets' next move
258	Udayan Mukherjee 	2007-02-23 09:43:00	Fair amount of action in primary market
259	Udayan Mukherjee 	2007-02-22 09:35:00	4000-4200 Nifty, 14000-14500 Sensex likely before Budget
260	Udayan Mukherjee 	2007-02-21 09:23:00	Mkts indecisive on breakout or breakdown
261	Udayan Mukherjee 	2007-02-20 09:25:00	Mkts may be rangebound before F&O; expiry
262	Dilip Bhat  	2007-02-19 09:55:00	Mkts to continue to be volatile, rangebound: Bhat
263	Udayan Mukherjee 	2007-02-15 09:38:00	Mkts not willing to fall off completely
264	Udayan Mukherjee 	2007-02-14 09:38:00	CRR hike, global cues could trigger volatile session
265	Udayan Mukherjee 	2007-02-13 09:43:00	Market may be fragile today
266	Udayan Mukherjee 	2007-02-12 12:58:00	Market slide was on the cards
267	Udayan Mukherjee 	2007-02-12 09:31:00	Markets to react to newsflow
268	Anil Manghnani  	2007-02-09 09:45:00	14,720 and 15,100 significant Sensex targets: Manghnani
269	Udayan Mukherjee 	2007-02-09 09:40:00	Lively global cues, markets may perk up
270	Udayan Mukherjee 	2007-03-07 09:16:00	Markets to bounce back, responding to good global cues
271	Dilip Bhat  	2007-03-06 10:00:00	Volatility to continue in short term: Prabhudas Lilladher
272	Udayan Mukherjee 	2007-03-06 09:16:00	Asian markets open in green, a welcome change
273	Lalit Thakkar  	2007-03-05 15:39:00	Which midcaps still have value?
274	Malcolm Wood 	2007-03-05 11:00:00	Concerned about overheating in Indian Economy: MS
275	Ajay Srivastava  	2007-03-05 09:45:00	Red is colour of the day for markets: Dimensions Consulting
276	Udayan Mukherjee 	2007-03-05 09:26:00	Yet another difficult week for Indian markets
277	Udayan Mukherjee 	2007-03-01 09:26:00	Global carnage, not Budget guilty for market fall yesterday
278	Udayan Mukherjee 	2007-02-28 09:10:00	Weak global cues to pull markets down
279	Ajay Srivastava  	2007-02-26 09:48:00	Mkt moves a local phenomenon: Dimensions Consulting
280	Anil Manghnani 	2007-02-26 09:40:00	Monthly charts may help mkts bounce back: Manghnani
281	Udayan Mukherjee 	2007-02-26 09:32:00	Brace yourself for a roller coaster week
282	Udayan Mukherjee 	2007-03-20 09:28:00	Good times ahead for markets
283	Udayan Mukherjee 	2007-03-19 09:24:00	Mkts to remain jittery till next trigger from global shores
284	Udayan Mukherjee 	2007-03-16 09:29:00	Global cues mixed, more downside possible
285	Udayan Mukherjee 	2007-03-15 09:23:00	Positive global cues could mean a bounceback today
286	Udayan Mukherjee 	2007-03-14 09:26:00	Market may see some panic today
287	Dilip Bhat  	2007-03-13 12:12:00	Should you place a bet on these stocks?
288	Udayan Mukherjee 	2007-03-13 09:20:00	Markets may spend yet another day consolidating
289	Amisha Vora  	2007-03-12 09:44:00	Hurry to control inflation grips market:Prabhudas Lilladher
290	Udayan Mukherjee 	2007-03-12 09:26:00	Lively global cues to perk up markets
291	Udayan Mukherjee 	2007-03-09 09:25:00	Expect some volatility towards end of trading session
292	Robert Parker 	2007-03-08 11:07:00	Mkts to remain under pressure till Apr-end: Credit Suisse
293	Udayan Mukherjee 	2007-03-08 09:21:00	Mkts may find support on back of positive news flow
294	Udayan Mukherjee 	2007-04-03 09:38:00	Slight bounceback possible; pain not over yet
295	Udayan Mukherjee 	2007-04-02 09:29:00	Mkts may fall hard today; RBI move to slow economy down
296	Udayan Mukherjee 	2007-03-31 15:12:00	CRR hike bad news for stock & bond markets, economy
297	Ridham Desai 	2007-03-31 12:52:00	Earnings at risk from slower GDP growth: Morgan Stanley
298	Udayan Mukherjee 	2007-03-30 09:36:00	Apprehension leading to lack of investor participation
299	Udayan Mukherjee 	2007-03-28 09:26:00	More consolidation on the cards
300	Udayan Mukherjee 	2007-03-26 09:31:00	Hesitation, disbelief on pullback, but global cues okay
301	Anil Manghnani 	2007-03-23 09:46:00	Markets at fag end of technical bounce: Manghnani
302	Udayan Mukherjee 	2007-03-23 09:22:00	Is there more steam left in markets?
303	Udayan Mukherjee 	2007-03-22 09:24:00	Mkts may trade well above 13,000 mark this morning
304	Vibhav Kapoor  	2007-03-21 09:46:00	Markets poised for short rally: IL&FS;
305	Udayan Mukherjee 	2007-03-21 09:29:00	Markets headed for further consolidation
306	Amar Ambani  	2007-04-16 13:41:00	Four wheelers to grow by 15% in 2-3 yrs: India Infoline
307	Udayan Mukherjee 	2007-04-16 09:44:00	Strong global cues to propel mkts to higher levels
308	Lalit Thakkar  	2007-04-13 15:25:00	Infosys always overshoots its guidance: Angel Broking
309	Udayan Mukherjee 	2007-04-13 09:39:00	Will Infy results spark off a rally?
310	Dilip Bhat  	2007-04-12 10:12:00	Global mkts on cusp of multiple possibilities: Prabhudas
311	Udayan Mukherjee 	2007-04-12 09:48:00	Weak global cues may play spoilsport for markets
312	Udayan Mukherjee 	2007-04-11 09:33:00	Consolidation may continue till Infosys speaks
313	Udayan Mukherjee 	2007-04-10 09:28:00	Markets may get into consolidation mode
314	Udayan Mukherjee 	2007-04-09 09:32:00	Infy results to decide next market move
315	Dilip Bhat  	2007-04-05 10:52:00	Markets begging for direction: Prabhudas Lilladher
316	Udayan Mukherjee 	2007-04-04 09:42:00	Global cues indicate extended pullback
317	Ajay Srivastava  	2007-04-03 10:19:00	CRR hike nothing short of ambush: Dimensions Cons
