comment_id,expert_id,rating
218,89,93.87755102040816
219,955,73.46938775510205
220,955,95.91836734693878
221,955,93.87755102040816
222,955,91.83673469387756
223,955,81.63265306122449
224,248,91.83673469387756
225,955,83.6734693877551
226,955,93.87755102040816
227,955,71.42857142857143
228,955,75.51020408163265
229,955,83.6734693877551
230,462,81.63265306122449
231,43,81.63265306122449
232,43,87.75510204081633
233,482,81.63265306122449
234,43,89.79591836734694
235,955,83.6734693877551
236,60,91.83673469387756
237,60,71.42857142857143
238,60,73.46938775510205
239,955,71.42857142857143
240,955,83.6734693877551
241,955,81.63265306122449
242,43,79.59183673469389
243,43,83.6734693877551
244,955,75.51020408163265
245,248,89.79591836734694
246,89,81.63265306122449
247,89,79.59183673469389
248,89,77.55102040816327
249,767,79.59183673469389
250,955,93.87755102040816
251,955,79.59183673469389
252,248,73.46938775510205
253,955,79.59183673469389
254,955,73.46938775510205
255,955,93.87755102040816
256,89,85.71428571428572
257,955,77.55102040816327
258,955,83.6734693877551
259,89,79.59183673469389
260,955,89.79591836734694
261,89,83.6734693877551
262,248,91.83673469387756
263,955,89.79591836734694
264,60,73.46938775510205
265,955,73.46938775510205
266,955,75.51020408163265
267,753,95.91836734693878
268,955,79.59183673469389
269,89,77.55102040816327
270,89,85.71428571428572
271,955,75.51020408163265
272,973,81.63265306122449
273,973,83.6734693877551
274,973,79.59183673469389
275,89,85.71428571428572
276,89,83.6734693877551
277,248,87.75510204081633
278,955,89.79591836734694
279,89,93.87755102040816
280,89,73.46938775510205
281,89,83.6734693877551
282,89,83.6734693877551
283,43,85.71428571428572
284,43,91.83673469387756
285,43,87.75510204081633
286,955,89.79591836734694
287,89,83.6734693877551
288,89,91.83673469387756
289,89,93.87755102040816
290,89,83.6734693877551
291,89,79.59183673469389
292,955,93.87755102040816
293,89,81.63265306122449
294,89,89.79591836734694
295,89,87.75510204081633
296,89,85.71428571428572
297,955,85.71428571428572
298,89,95.91836734693878
299,248,81.63265306122449
300,248,77.55102040816327
301,89,83.6734693877551
302,462,89.79591836734694
303,955,91.83673469387756
304,955,73.46938775510205
305,248,83.6734693877551
306,248,93.87755102040816
307,955,71.42857142857143
308,89,89.79591836734694
309,89,77.55102040816327
310,248,75.51020408163265
311,248,79.59183673469389
312,955,95.91836734693878
313,955,91.83673469387756
314,955,93.87755102040816
315,60,95.91836734693878
316,60,95.91836734693878
317,60,71.42857142857143
318,60,71.42857142857143
319,89,79.59183673469389
320,89,89.79591836734694
321,955,89.79591836734694
322,54,91.83673469387756
323,54,85.71428571428572
324,955,71.42857142857143
325,955,81.63265306122449
326,43,85.71428571428572
327,482,91.83673469387756
328,955,89.79591836734694
329,89,95.91836734693878
330,89,77.55102040816327
331,89,81.63265306122449
332,89,71.42857142857143
333,89,85.71428571428572
334,955,83.6734693877551
335,482,77.55102040816327
336,89,95.91836734693878
337,43,85.71428571428572
338,43,83.6734693877551
339,955,85.71428571428572
340,89,91.83673469387756
341,89,85.71428571428572
342,89,71.42857142857143
343,694,93.87755102040816
344,89,89.79591836734694
345,955,85.71428571428572
346,60,89.79591836734694
347,60,85.71428571428572
348,60,93.87755102040816
349,973,75.51020408163265
350,955,71.42857142857143
351,89,81.63265306122449
352,89,85.71428571428572
353,89,75.51020408163265
354,89,81.63265306122449
355,89,89.79591836734694
356,89,73.46938775510205
357,955,87.75510204081633
358,43,81.63265306122449
359,43,79.59183673469389
360,43,71.42857142857143
361,898,83.6734693877551
362,955,91.83673469387756
363,46,71.42857142857143
364,46,79.59183673469389
365,955,83.6734693877551
366,564,75.51020408163265
367,248,89.79591836734694
368,248,71.42857142857143
369,248,79.59183673469389
370,248,77.55102040816327
371,955,75.51020408163265
372,955,73.46938775510205
373,89,79.59183673469389
374,89,93.87755102040816
375,43,83.6734693877551
376,43,77.55102040816327
377,43,89.79591836734694
378,43,93.87755102040816
379,43,93.87755102040816
380,43,81.63265306122449
381,955,95.91836734693878
382,955,95.91836734693878
383,89,83.6734693877551
384,89,71.42857142857143
385,248,95.91836734693878
386,248,73.46938775510205
387,89,73.46938775510205
388,89,91.83673469387756
389,89,93.87755102040816
390,955,71.42857142857143
391,89,89.79591836734694
392,89,89.79591836734694
393,89,79.59183673469389
394,89,93.87755102040816
395,89,83.6734693877551
396,955,93.87755102040816
397,89,75.51020408163265
398,89,73.46938775510205
399,89,77.55102040816327
400,955,73.46938775510205
401,89,83.6734693877551
402,955,75.51020408163265
403,89,87.75510204081633
404,89,71.42857142857143
405,89,83.6734693877551
406,89,95.91836734693878
407,89,85.71428571428572
408,89,75.51020408163265
409,89,93.87755102040816
410,89,95.91836734693878
411,973,81.63265306122449
412,248,95.91836734693878
413,248,79.59183673469389
414,955,81.63265306122449
415,89,79.59183673469389
416,89,93.87755102040816
417,89,85.71428571428572
418,89,71.42857142857143
419,89,75.51020408163265
420,89,83.6734693877551
421,89,91.83673469387756
422,89,95.91836734693878
423,955,95.91836734693878
424,89,81.63265306122449
425,89,75.51020408163265
426,89,91.83673469387756
427,89,71.42857142857143
428,955,71.42857142857143
429,89,71.42857142857143
430,89,93.87755102040816
431,89,87.75510204081633
432,89,87.75510204081633
433,248,71.42857142857143
434,248,81.63265306122449
435,955,89.79591836734694
436,248,85.71428571428572
437,89,73.46938775510205
438,89,75.51020408163265
439,89,89.79591836734694
440,898,75.51020408163265
441,955,73.46938775510205
442,955,95.91836734693878
443,89,93.87755102040816
444,89,79.59183673469389
445,89,77.55102040816327
446,89,83.6734693877551
447,89,81.63265306122449
448,89,87.75510204081633
449,955,91.83673469387756
450,60,75.51020408163265
451,60,87.75510204081633
452,60,77.55102040816327
453,60,73.46938775510205
454,60,79.59183673469389
455,248,95.91836734693878
456,248,87.75510204081633
457,89,85.71428571428572
458,89,79.59183673469389
459,89,85.71428571428572
460,89,77.55102040816327
461,89,75.51020408163265
462,89,85.71428571428572
463,955,89.79591836734694
464,898,95.91836734693878
465,60,95.91836734693878
466,955,87.75510204081633
467,955,91.83673469387756
468,89,75.51020408163265
469,89,83.6734693877551
470,89,73.46938775510205
471,955,89.79591836734694
472,251,87.75510204081633
473,89,79.59183673469389
474,89,73.46938775510205
475,43,73.46938775510205
476,955,91.83673469387756
477,89,71.42857142857143
478,89,85.71428571428572
479,89,95.91836734693878
480,89,95.91836734693878
481,955,91.83673469387756
482,248,89.79591836734694
483,248,95.91836734693878
484,955,81.63265306122449
485,955,87.75510204081633
486,89,77.55102040816327
487,60,71.42857142857143
488,89,83.6734693877551
489,89,71.42857142857143
490,898,83.6734693877551
491,89,83.6734693877551
492,89,79.59183673469389
493,89,95.91836734693878
494,973,89.79591836734694
495,955,75.51020408163265
496,955,91.83673469387756
497,89,89.79591836734694
498,89,83.6734693877551
499,89,79.59183673469389
500,955,83.6734693877551
501,89,91.83673469387756
502,89,83.6734693877551
503,898,73.46938775510205
504,955,93.87755102040816
505,955,73.46938775510205
506,89,93.87755102040816
507,89,75.51020408163265
508,955,91.83673469387756
509,955,77.55102040816327
510,248,79.59183673469389
511,89,73.46938775510205
512,89,77.55102040816327
513,569,75.51020408163265
514,89,95.91836734693878
515,89,81.63265306122449
516,89,71.42857142857143
517,89,71.42857142857143
518,89,91.83673469387756
519,89,81.63265306122449
520,89,75.51020408163265
521,89,93.87755102040816
522,89,81.63265306122449
523,898,91.83673469387756
524,482,73.46938775510205
525,955,93.87755102040816
526,89,83.6734693877551
527,89,83.6734693877551
528,955,87.75510204081633
529,462,79.59183673469389
530,462,85.71428571428572
531,462,73.46938775510205
532,89,93.87755102040816
533,89,91.83673469387756
534,89,91.83673469387756
535,89,95.91836734693878
536,89,79.59183673469389
537,89,71.42857142857143
538,248,79.59183673469389
539,248,71.42857142857143
540,955,75.51020408163265
541,248,75.51020408163265
542,248,73.46938775510205
543,248,79.59183673469389
544,248,91.83673469387756
545,730,85.71428571428572
546,60,85.71428571428572
547,89,91.83673469387756
548,89,83.6734693877551
549,89,81.63265306122449
550,955,81.63265306122449
551,462,71.42857142857143
552,462,87.75510204081633
553,898,85.71428571428572
554,248,77.55102040816327
555,898,87.75510204081633
556,89,77.55102040816327
557,955,77.55102040816327
558,789,93.87755102040816
559,89,95.91836734693878
560,89,85.71428571428572
561,955,83.6734693877551
562,569,71.42857142857143
563,136,91.83673469387756
564,248,95.91836734693878
565,955,81.63265306122449
566,898,91.83673469387756
567,730,93.87755102040816
568,955,83.6734693877551
569,955,87.75510204081633
570,248,73.46938775510205
571,248,83.6734693877551
572,248,93.87755102040816
573,248,81.63265306122449
574,248,91.83673469387756
575,898,83.6734693877551
576,898,95.91836734693878
577,89,71.42857142857143
578,89,91.83673469387756
579,89,85.71428571428572
580,89,91.83673469387756
581,89,81.63265306122449
582,955,75.51020408163265
583,89,79.59183673469389
584,89,85.71428571428572
585,43,83.6734693877551
586,43,89.79591836734694
587,43,73.46938775510205
588,955,79.59183673469389
589,955,77.55102040816327
590,955,79.59183673469389
591,898,79.59183673469389
592,898,73.46938775510205
593,955,81.63265306122449
594,955,83.6734693877551
595,564,71.42857142857143
596,248,75.51020408163265
597,248,85.71428571428572
598,248,91.83673469387756
599,89,95.91836734693878
600,89,77.55102040816327
601,955,85.71428571428572
602,89,71.42857142857143
603,955,73.46938775510205
604,89,91.83673469387756
605,955,79.59183673469389
606,89,89.79591836734694
607,248,83.6734693877551
608,89,91.83673469387756
609,89,95.91836734693878
610,89,73.46938775510205
611,43,91.83673469387756
612,60,85.71428571428572
613,89,85.71428571428572
614,126,79.59183673469389
615,955,73.46938775510205
616,89,77.55102040816327
617,89,77.55102040816327
618,89,77.55102040816327
619,89,91.83673469387756
620,89,91.83673469387756
621,89,93.87755102040816
622,973,91.83673469387756
623,955,73.46938775510205
624,955,87.75510204081633
625,89,73.46938775510205
626,89,93.87755102040816
627,955,87.75510204081633
628,955,87.75510204081633
629,60,73.46938775510205
630,898,79.59183673469389
631,60,85.71428571428572
632,60,89.79591836734694
633,89,71.42857142857143
634,955,95.91836734693878
635,89,89.79591836734694
636,89,71.42857142857143
637,43,93.87755102040816
638,43,91.83673469387756
639,43,71.42857142857143
640,43,73.46938775510205
641,955,87.75510204081633
642,704,81.63265306122449
643,704,85.71428571428572
644,704,77.55102040816327
645,704,95.91836734693878
646,704,85.71428571428572
647,704,81.63265306122449
648,704,77.55102040816327
649,955,91.83673469387756
650,955,85.71428571428572
651,955,85.71428571428572
652,89,89.79591836734694
653,89,87.75510204081633
654,89,89.79591836734694
655,89,79.59183673469389
656,955,75.51020408163265
657,564,75.51020408163265
658,251,91.83673469387756
659,955,83.6734693877551
660,89,83.6734693877551
661,89,75.51020408163265
662,89,89.79591836734694
663,89,87.75510204081633
664,955,95.91836734693878
665,955,93.87755102040816
666,89,89.79591836734694
667,158,75.51020408163265
668,43,93.87755102040816
669,955,87.75510204081633
670,955,73.46938775510205
671,955,71.42857142857143
672,973,77.55102040816327
673,89,87.75510204081633
674,955,79.59183673469389
675,898,87.75510204081633
676,898,83.6734693877551
677,898,71.42857142857143
678,955,77.55102040816327
679,955,71.42857142857143
680,523,75.51020408163265
681,89,73.46938775510205
682,89,75.51020408163265
683,89,91.83673469387756
684,955,91.83673469387756
685,89,75.51020408163265
686,89,87.75510204081633
687,955,77.55102040816327
688,955,77.55102040816327
689,955,83.6734693877551
690,955,73.46938775510205
691,523,87.75510204081633
692,89,77.55102040816327
693,736,81.63265306122449
694,955,91.83673469387756
695,651,91.83673469387756
696,89,71.42857142857143
697,89,81.63265306122449
698,89,87.75510204081633
699,89,71.42857142857143
700,955,91.83673469387756
701,955,83.6734693877551
702,973,95.91836734693878
703,419,81.63265306122449
704,955,93.87755102040816
705,89,75.51020408163265
706,89,77.55102040816327
707,89,81.63265306122449
708,89,87.75510204081633
709,955,77.55102040816327
710,136,93.87755102040816
711,898,81.63265306122449
712,89,85.71428571428572
713,89,91.83673469387756
714,955,71.42857142857143
715,569,91.83673469387756
716,412,77.55102040816327
717,523,83.6734693877551
718,955,77.55102040816327
719,89,95.91836734693878
720,89,89.79591836734694
721,955,75.51020408163265
722,955,93.87755102040816
723,955,83.6734693877551
724,955,77.55102040816327
725,704,95.91836734693878
726,955,87.75510204081633
727,955,87.75510204081633
728,89,87.75510204081633
729,89,75.51020408163265
730,480,93.87755102040816
731,955,71.42857142857143
732,955,95.91836734693878
733,43,89.79591836734694
734,43,75.51020408163265
735,955,87.75510204081633
736,523,83.6734693877551
737,196,73.46938775510205
738,89,85.71428571428572
739,89,85.71428571428572
740,89,83.6734693877551
741,89,87.75510204081633
742,89,83.6734693877551
743,89,71.42857142857143
744,955,91.83673469387756
745,564,81.63265306122449
746,89,71.42857142857143
747,89,95.91836734693878
748,89,89.79591836734694
749,898,71.42857142857143
750,898,83.6734693877551
751,955,83.6734693877551
752,955,87.75510204081633
753,89,71.42857142857143
754,89,75.51020408163265
755,43,71.42857142857143
756,43,91.83673469387756
757,955,77.55102040816327
758,955,83.6734693877551
759,251,85.71428571428572
760,955,77.55102040816327
761,898,89.79591836734694
762,482,85.71428571428572
763,955,91.83673469387756
764,89,73.46938775510205
765,89,73.46938775510205
766,89,75.51020408163265
767,89,85.71428571428572
768,89,89.79591836734694
769,89,71.42857142857143
770,89,95.91836734693878
771,89,79.59183673469389
772,89,89.79591836734694
773,955,91.83673469387756
774,955,71.42857142857143
775,955,87.75510204081633
776,955,71.42857142857143
777,89,77.55102040816327
778,955,89.79591836734694
779,81,81.63265306122449
780,973,79.59183673469389
781,973,81.63265306122449
782,89,85.71428571428572
783,89,95.91836734693878
784,955,79.59183673469389
785,955,83.6734693877551
786,955,73.46938775510205
787,955,75.51020408163265
788,730,89.79591836734694
789,89,71.42857142857143
790,89,95.91836734693878
791,955,71.42857142857143
792,955,81.63265306122449
793,43,93.87755102040816
794,651,93.87755102040816
795,955,81.63265306122449
796,955,87.75510204081633
797,569,93.87755102040816
798,955,95.91836734693878
799,736,93.87755102040816
800,143,75.51020408163265
801,736,85.71428571428572
802,955,87.75510204081633
803,955,95.91836734693878
804,955,91.83673469387756
805,955,83.6734693877551
806,523,79.59183673469389
807,89,79.59183673469389
808,419,89.79591836734694
809,297,77.55102040816327
810,955,75.51020408163265
811,89,85.71428571428572
812,89,73.46938775510205
813,89,95.91836734693878
814,43,71.42857142857143
815,955,91.83673469387756
816,569,95.91836734693878
817,973,95.91836734693878
818,955,81.63265306122449
819,788,71.42857142857143
820,955,93.87755102040816
821,89,81.63265306122449
822,955,89.79591836734694
823,955,79.59183673469389
824,736,81.63265306122449
825,955,85.71428571428572
826,955,79.59183673469389
827,955,75.51020408163265
828,564,83.6734693877551
829,47,85.71428571428572
830,955,71.42857142857143
831,955,81.63265306122449
832,955,91.83673469387756
833,43,83.6734693877551
834,43,81.63265306122449
835,43,87.75510204081633
836,955,91.83673469387756
837,955,73.46938775510205
838,955,83.6734693877551
839,955,75.51020408163265
840,89,75.51020408163265
841,955,73.46938775510205
842,955,89.79591836734694
843,569,73.46938775510205
844,955,95.91836734693878
845,955,89.79591836734694
846,523,73.46938775510205
847,955,83.6734693877551
848,196,81.63265306122449
849,955,91.83673469387756
850,89,93.87755102040816
851,196,85.71428571428572
852,196,75.51020408163265
853,955,75.51020408163265
854,955,81.63265306122449
855,523,89.79591836734694
856,955,73.46938775510205
857,898,75.51020408163265
858,955,85.71428571428572
859,955,89.79591836734694
860,898,89.79591836734694
861,955,85.71428571428572
862,765,85.71428571428572
863,89,71.42857142857143
864,955,71.42857142857143
865,955,81.63265306122449
866,569,89.79591836734694
867,973,89.79591836734694
868,955,89.79591836734694
869,955,71.42857142857143
870,736,73.46938775510205
871,955,93.87755102040816
872,955,93.87755102040816
873,158,81.63265306122449
874,955,87.75510204081633
875,35,93.87755102040816
876,569,85.71428571428572
877,973,93.87755102040816
878,955,77.55102040816327
879,955,93.87755102040816
880,955,93.87755102040816
881,54,91.83673469387756
882,89,89.79591836734694
883,523,83.6734693877551
884,955,79.59183673469389
885,955,71.42857142857143
886,736,85.71428571428572
887,955,89.79591836734694
888,955,95.91836734693878
889,89,77.55102040816327
890,89,95.91836734693878
891,736,71.42857142857143
892,955,79.59183673469389
893,955,75.51020408163265
894,955,79.59183673469389
895,730,73.46938775510205
896,955,87.75510204081633
897,43,89.79591836734694
898,43,71.42857142857143
899,955,79.59183673469389
900,955,75.51020408163265
901,89,87.75510204081633
902,955,91.83673469387756
903,898,77.55102040816327
904,89,95.91836734693878
905,89,77.55102040816327
906,645,95.91836734693878
907,955,83.6734693877551
908,955,91.83673469387756
909,955,81.63265306122449
910,973,85.71428571428572
911,89,77.55102040816327
912,89,93.87755102040816
913,54,91.83673469387756
914,955,91.83673469387756
915,730,91.83673469387756
916,569,95.91836734693878
917,955,87.75510204081633
918,955,85.71428571428572
919,694,81.63265306122449
920,564,75.51020408163265
921,955,95.91836734693878
922,955,95.91836734693878
923,89,77.55102040816327
924,89,71.42857142857143
925,89,79.59183673469389
926,955,91.83673469387756
927,196,87.75510204081633
928,955,77.55102040816327
929,523,73.46938775510205
930,955,89.79591836734694
931,955,89.79591836734694
932,955,85.71428571428572
933,651,81.63265306122449
934,955,83.6734693877551
935,89,73.46938775510205
936,89,85.71428571428572
937,377,91.83673469387756
938,898,83.6734693877551
939,43,95.91836734693878
940,43,77.55102040816327
941,43,79.59183673469389
942,43,71.42857142857143
943,955,71.42857142857143
944,898,85.71428571428572
945,89,79.59183673469389
946,89,95.91836734693878
947,89,83.6734693877551
948,89,95.91836734693878
949,89,89.79591836734694
950,89,95.91836734693878
951,955,89.79591836734694
952,955,71.42857142857143
953,955,79.59183673469389
954,89,89.79591836734694
955,955,93.87755102040816
956,955,75.51020408163265
957,89,85.71428571428572
958,412,91.83673469387756
959,955,85.71428571428572
960,43,91.83673469387756
961,704,81.63265306122449
962,704,91.83673469387756
963,955,91.83673469387756
964,898,73.46938775510205
965,955,77.55102040816327
966,955,91.83673469387756
967,251,93.87755102040816
968,736,73.46938775510205
969,955,85.71428571428572
970,973,77.55102040816327
971,955,91.83673469387756
972,89,71.42857142857143
973,704,79.59183673469389
974,704,75.51020408163265
975,955,73.46938775510205
976,89,71.42857142857143
977,955,95.91836734693878
978,622,77.55102040816327
979,955,93.87755102040816
980,523,77.55102040816327
981,955,93.87755102040816
982,704,79.59183673469389
983,704,93.87755102040816
984,704,95.91836734693878
985,955,83.6734693877551
986,43,79.59183673469389
987,43,77.55102040816327
988,523,75.51020408163265
989,89,95.91836734693878
990,955,77.55102040816327
991,898,89.79591836734694
992,955,85.71428571428572
993,955,75.51020408163265
994,89,89.79591836734694
995,955,75.51020408163265
996,704,79.59183673469389
997,89,77.55102040816327
998,89,91.83673469387756
999,973,71.42857142857143
1000,898,87.75510204081633
1001,955,75.51020408163265
1002,955,77.55102040816327
1003,955,75.51020408163265
1004,89,79.59183673469389
1005,89,83.6734693877551
1006,736,95.91836734693878
1007,955,91.83673469387756
1008,802,93.87755102040816
1009,955,95.91836734693878
1010,955,83.6734693877551
1011,898,95.91836734693878
1012,955,93.87755102040816
1013,955,79.59183673469389
1014,955,81.63265306122449
1015,955,91.83673469387756
1016,955,95.91836734693878
1017,955,85.71428571428572
1018,89,83.6734693877551
1019,89,87.75510204081633
1020,89,93.87755102040816
1021,730,87.75510204081633
1022,955,87.75510204081633
1023,955,79.59183673469389
1024,251,71.42857142857143
1025,955,89.79591836734694
1026,694,77.55102040816327
1027,704,83.6734693877551
1028,704,95.91836734693878
1029,704,87.75510204081633
1030,955,83.6734693877551
1031,955,87.75510204081633
1032,955,93.87755102040816
1033,89,71.42857142857143
1034,955,95.91836734693878
1035,973,71.42857142857143
1036,955,83.6734693877551
1037,973,83.6734693877551
1038,955,75.51020408163265
1039,564,93.87755102040816
1040,955,85.71428571428572
1041,955,73.46938775510205
1042,955,95.91836734693878
1043,955,81.63265306122449
1044,811,79.59183673469389
1045,955,87.75510204081633
1046,955,87.75510204081633
1047,89,71.42857142857143
1048,89,89.79591836734694
1049,89,89.79591836734694
1050,89,95.91836734693878
1051,955,73.46938775510205
1052,43,71.42857142857143
1053,955,93.87755102040816
1054,955,87.75510204081633
1055,955,73.46938775510205
1056,955,75.51020408163265
1057,955,93.87755102040816
1058,955,87.75510204081633
1059,955,91.83673469387756
1060,973,93.87755102040816
1061,973,81.63265306122449
1062,973,73.46938775510205
1063,89,89.79591836734694
1064,89,87.75510204081633
1065,955,77.55102040816327
1066,955,81.63265306122449
1067,955,89.79591836734694
1068,955,75.51020408163265
1069,89,91.83673469387756
1070,89,93.87755102040816
1071,89,93.87755102040816
1072,898,71.42857142857143
1073,564,73.46938775510205
1074,955,83.6734693877551
1075,955,89.79591836734694
1076,523,93.87755102040816
1077,955,71.42857142857143
1078,955,83.6734693877551
1079,955,75.51020408163265
1080,955,79.59183673469389
1081,973,77.55102040816327
1082,973,71.42857142857143
1083,973,93.87755102040816
1084,973,73.46938775510205
1085,730,87.75510204081633
1086,730,87.75510204081633
1087,955,73.46938775510205
1088,955,93.87755102040816
1089,955,91.83673469387756
1090,955,95.91836734693878
1091,89,91.83673469387756
1092,89,73.46938775510205
1093,43,91.83673469387756
1094,43,73.46938775510205
1095,955,89.79591836734694
1096,43,79.59183673469389
1097,955,95.91836734693878
1098,955,75.51020408163265
1099,955,75.51020408163265
1100,136,79.59183673469389
1101,694,73.46938775510205
1102,955,93.87755102040816
1103,955,85.71428571428572
1104,955,73.46938775510205
1105,89,93.87755102040816
1106,251,79.59183673469389
1107,955,87.75510204081633
1108,955,89.79591836734694
1109,955,79.59183673469389
1110,955,77.55102040816327
1111,855,79.59183673469389
1112,89,93.87755102040816
1113,89,95.91836734693878
1114,89,85.71428571428572
1115,43,81.63265306122449
1116,43,71.42857142857143
1117,973,95.91836734693878
1118,89,89.79591836734694
1119,645,75.51020408163265
1120,466,81.63265306122449
1121,955,81.63265306122449
1122,523,83.6734693877551
1123,955,93.87755102040816
1124,811,95.91836734693878
1125,898,95.91836734693878
1126,955,89.79591836734694
1127,736,93.87755102040816
1128,955,73.46938775510205
1129,955,93.87755102040816
1130,886,79.59183673469389
1131,43,83.6734693877551
1132,43,75.51020408163265
1133,43,91.83673469387756
1134,955,83.6734693877551
1135,43,91.83673469387756
1136,955,73.46938775510205
1137,955,75.51020408163265
1138,955,81.63265306122449
1139,955,77.55102040816327
1140,955,83.6734693877551
1141,419,93.87755102040816
1142,955,75.51020408163265
1143,955,89.79591836734694
1144,898,91.83673469387756
1145,603,95.91836734693878
1146,730,87.75510204081633
1147,955,93.87755102040816
1148,955,77.55102040816327
1149,89,83.6734693877551
1150,89,79.59183673469389
1151,955,95.91836734693878
