label,comment
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,correction cross long  
buy,long  
buy,long  
buy,short long  
buy,long  
buy,long  
buy,long arcolab  
buy,long target  
buy,long breaks  
buy,long  
buy,long  
buy,long  
buy,long reddys target  
buy,long  
buy,long rcomm  
buy,long  
buy,long firstsource rcomm  
buy,long  
buy,long rcomm  
buy,long  
buy,long  
buy,long short  
buy,long  
buy,long  
buy,long  
buy,long fresenius  
buy,long  
buy,long  
buy,august series long  
buy,long  
buy,long laboratories  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long risk return favour buy call avendus  
buy,long  
buy,long  
buy,long communications  
buy,long  
buy,below long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long banks volatility  
buy,long  
buy,long short  
buy,long jspl  
buy,long  
buy,long dips  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,upside long  
buy,long  
buy,long around  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long around  
buy,long  
buy,long  
buy,traders long avoid public sector banks  
buy,long  
buy,long  
buy,long  
buy,long test  
buy,long  
buy,long target  
buy,long  
buy,inflection long bofa  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long sesa  
buy,long rcomm  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long five stocks  
buy,long short  
buy,long vayalar  
buy,long correction  
buy,long  
buy,long reddys decline  
buy,long laboratories  
buy,strong support long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long laboratories  
buy,long reddys  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long foodworks  
buy,long  
buy,long  
buy,long  
buy,long  
buy,lookout intraday correction long  
buy,long  
buy,long  
buy,long  
buy,long holds  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long short  
buy,long  
buy,long target  
buy,long target  
buy,long laboratories  
buy,long  
buy,long test  
buy,long  
buy,long  
buy,long dips  
buy,long  
buy,long  
buy,long target  
buy,long around  
buy,long  
buy,long  
buy,long beverage  
buy,long  
buy,long  
buy,long tick justifies buying  
buy,long  
buy,long  
buy,long  
buy,long buy dips  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long short  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long around  
buy,long reddys laboratories  
buy,long  
buy,long foodworks  
buy,long  
buy,long jaiprakash  
buy,long entertainment  
buy,long  
buy,long  
buy,long test  
buy,long test  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long around  
buy,long months  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long infrastructure  
buy,long jaiprakash  
buy,long hpcl  
buy,long chatumohta  
buy,long  
buy,long chatumohta  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long dips  
buy,long  
buy,long test  
buy,long short  
buy,long  
buy,long  
buy,long beverage  
buy,long  
buy,long around  
buy,long sesa  
buy,long jaiprakash  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long short  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long beverage  
buy,long april futures  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long infrastructure  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long  
buy,long charturmohta  
buy,long  
buy,long charturmohta  
buy,long  
buy,long  
buy,long short  
buy,long  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long jaiprakash  
buy,long around  
buy,long beverage  
buy,long  
buy,long buy  
buy,long  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long call  
buy,long nevneet  
buy,long around  
buy,long  
buy,long futures  
buy,long target  
buy,long target  
buy,long  
buy,long  
buy,long test  
buy,long  
buy,long beverage  
buy,long  
buy,long  
buy,long  
buy,long short  
buy,short long  
buy,long  
buy,long declines  
buy,long  
buy,long  
buy,long  
buy,long test  
buy,long test  
buy,long  
buy,long  
buy,long stoploss  
buy,long infrastructure  
buy,long declines  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long foodworks  
buy,long  
buy,long  
buy,long  
buy,long short  
buy,long  
buy,long  
buy,long goes buy call options  
buy,long beverage  
buy,long provide support  
buy,long communications  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long declines  
buy,long  
buy,long  
buy,long communications futures  
buy,long  
buy,long post intraday  
buy,long call  
buy,long banks correction  
buy,long  
buy,long  
buy,long  
buy,dont !long below  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long breaches book profits  
buy,long  
buy,f&o cues long  
buy,long  
buy,long call  
buy,long  
buy,long dips  
buy,long  
buy,long foodworks  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long dips  
buy,long  
buy,long  
buy,long buy likely remain cheerful  
buy,long  
buy,long target  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long electricals  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long reddy’s laboratories  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long foodworks  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long around mohinder  
buy,long  
buy,long  
buy,long foodworks  
buy,long  
buy,long  
buy,long below  
buy,long  
buy,long target  
buy,long decline  
buy,long  
buy,long futures  
buy,long  
buy,long  
buy,long  
buy,long  
buy,resistance long  
buy,long  
buy,long  
buy,long stocks  
buy,long  
buy,long hpcl  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long hpcl  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long shift loss  
buy,long  
buy,long midcaps bluechips stocks  
buy,long test  
buy,long  
buy,long  
buy,long hpcl  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long buy intraday dips  
buy,long fasteners  
buy,long  
buy,long loss below  
buy,long  
buy,long  
buy,long buy  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long tight stops around  
buy,long sesa  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long short  
buy,long  
buy,long  
buy,long test  
buy,long  
buy,long hpcl  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long commerce  
buy,long  
buy,long  
buy,long  
buy,long dips  
buy,long  
buy,long  
buy,long  
buy,long test  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long entertainment  
buy,long  
buy,long  
buy,long  
buy,long jspl  
buy,long entertainment  
buy,long target  
buy,long  
buy,long  
buy,long buy midcaps  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long nbfc stocks  
buy,long  
buy,long  
buy,long sesa  
buy,long  
buy,breach all-time highs long  
buy,long banks  
buy,long banks medium-term pramerica  
buy,long  
buy,long hul target  
buy,long  
buy,long  
buy,long  
buy,long test  
buy,long short  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long buy  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long test  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,support long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,showing strength long buy  
buy,long  
buy,long strategy continues like  
buy,long  
buy,long  
buy,long  
buy,long jspl call  
buy,long call  
buy,long  
buy,don’t worry jitters long buy  
buy,long  
buy,long reddys  
buy,short long  
buy,long  
buy,long slips below buy hul  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long infrastructure  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long laboratories  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long dips  
buy,long target  
buy,long reddys  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long  
buy,long  
buy,long arcolab  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long prefer  
buy,long  
buy,long  
buy,long  
buy,avoid long  
buy,long laboratories  
buy,long  
buy,long hpcl  
buy,long  
buy,long short  
buy,long call  
buy,long call  
buy,long call  
buy,long target  
buy,long electrification  
buy,long hpcl  
buy,long target  
buy,long  
buy,long  
buy,stops long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long call  
buy,long target  
buy,long  
buy,long  
buy,long banks  
buy,long hul  
buy,long dips  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long  
buy,long  
buy,long communications call  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long communications  
buy,long  
buy,long short  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long dips  
buy,long  
buy,long  
buy,long short below  
buy,long buy  
buy,long  
buy,long  
buy,long laboratories  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long  
buy,long  
buy,long dips  
buy,long  
buy,long hpcl call  
buy,long  
buy,long hpcl  
buy,long  
buy,long  
buy,long infrastructure  
buy,long  
buy,long  
buy,long  
buy,long private banks buy  
buy,long  
buy,long  
buy,long  
buy,long loss  
buy,long hul dips  
buy,long prefer palmolive  
buy,long  
buy,expect long  
buy,long  
buy,long around  
buy,long call  
buy,long target  
buy,long target  
buy,long entertainment  
buy,long hpcl call  
buy,long  
buy,long  
buy,long individual stocks support  
buy,long  
buy,long test  
buy,long target  
buy,long  
buy,long reddys target  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,short long  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long test  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long arcolab  
buy,long  
buy,long futures  
buy,long cross  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long pick  
buy,long short hul  
buy,long test  
buy,long hpcl target  
buy,long  
buy,long  
buy,long short  
buy,long  
buy,long  
buy,buy long  
buy,long call  
buy,long call  
buy,long dips  
buy,long  
buy,long  
buy,long avoid  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long towards  
buy,trend !changed dont !long short  
buy,long  
buy,long  
buy,long target  
buy,long positive bias  
buy,long  
buy,long  
buy,long laboratories  
buy,long  
buy,long target  
buy,long call  
buy,long september futures  
buy,long jspl bounce back  
buy,long sustains  
buy,long around icicidirect  
buy,long  
buy,long target  
buy,long call  
buy,long call  
buy,long buy portions avenues  
buy,short long  
buy,long target  
buy,long  
buy,long pharmaceutical  
buy,long  
buy,long call  
buy,long  
buy,long oct short  
buy,long short  
buy,long  
buy,long call  
buy,long target  
buy,long correction  
buy,long call  
buy,long short  
buy,long  
buy,long attractive  
buy,long short icicidirect  
buy,long  
buy,long oct futures  
buy,long target  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long significant upside  
buy,long call  
buy,long target  
buy,avoid long  
buy,long target  
buy,long  
buy,long cautions  
buy,long target  
buy,long  
buy,long target bahmre  
buy,long call  
buy,long target  
buy,long  
buy,long  
buy,long tight stoploss  
buy,long  
buy,long  
buy,long like  
buy,long target  
buy,long batteries  
buy,long hul  
buy,long  
buy,long call  
buy,long  
buy,long test  
buy,long target  
buy,trend long buy  
buy,long  
buy,long  
buy,long target  
buy,long arcolab  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long call  
buy,long short  
buy,long  
buy,long  
buy,long palmolive dips  
buy,long target  
buy,long retest  way  
buy,long  
buy,long target  
buy,long  
buy,long target  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long call option  
buy,long  
buy,long test  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long call  
buy,long  
buy,long dips  
buy,long short  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long pharmaceutical  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long test  
buy,long like  
buy,long target  
buy,long stocks  
buy,long  
buy,long  
buy,long palmolive  
buy,long  
buy,long  
buy,long  
buy,short long  
buy,long  
buy,long dips  
buy,long test  
buy,long looks weak  
buy,long  
buy,long  
buy,long  
buy,long target  
buy,long call  
buy,long  
buy,long verge breakout  
buy,long pick  
buy,long reddys laboratories  
buy,long  
buy,long  
buy,long january call  
buy,long  
buy,long cementation  
buy,long test  
buy,long  
buy,long like two-wheeler pros  
buy,long  
buy,long  
buy,long  
buy,prefer communications long  
buy,long  
buy,long  
buy,long target  
buy,long  
buy,long like rcomm  
buy,long  
buy,long call  
buy,long looks weak  
buy,long head towards  
buy,long hpcl target  
buy,long dips  
buy,long short  
buy,long  
buy,long  
buy,long bob  
buy,long  
buy,long call  
buy,long short  
buy,long  
buy,long  
buy,long jspl  
buy,long  
buy,long  
buy,long  
buy,long  
buy,long test  
buy,long  
buy,long dips  
buy,long  
buy,long  
buy,long hul look  
buy,long target  
buy,long  
buy,long  
buy,long  
buy,long stocks  
buy,long  
buy,long  
buy,long pick  
buy,long  
buy,long current levels  
buy,long fluorochemicals  
buy,long spot around  
buy,long  
sell,dont !buy  
sell,dont !buy gesco  
sell,dont !buy stocks  
sell,dont !buy stocks  
sell,dont !buy polls outcome  
sell,dont !buy hul current levels  
sell,dont !buy current levels  
sell,dont !buy  
sell,dont !buy bottom around corner  
sell,dont !buy banks current levels  
sell,dont !buy even intraday  
sell,dont !buy instl  
sell,correct !ahead dont !buy  
sell,dont !buy  
sell,dont !buy  
sell,dont !buy  
sell,dont !buy sector  
sell,dont !buy technology stocks  
sell,dont !buy foodworks  
sell,dont !buy  
sell,dont !buy  
sell,dont !buy laboratories  
sell,dont !buy pharmaceuticals  
sell,remain !negative dont !buy  
sell,dont !buy  
sell,dont !buy like dimensions  
sell,dont !buy goods  
sell,marketing !companies dont !buy  
sell,dont !buy  
sell,!stocks dont !buy  
sell,dont !buy  
sell,dont !buy long-term  
sell,dont !buy  
sell,dont !buy  
sell,dont !buy  
sell,dont !buy rally rates rupee  
sell,dont !buy  
sell,dont !buy  
sell,dont !buy reddys  
sell,dont !buy procter gamble cautious  
sell,dont !buy  
sell,dont !buy infrastructure  
sell,dont !buy  
sell,dont !buy  
sell,dont !buy stocks look expensive  
sell,dont !buy current level  
sell,dont !buy current levels ubs  
sell,dont !buy budget clarifies excise expert  
sell,!valuation dont !buy  
sell,dont !buy stocks stocks come  
sell,stay !long dont !buy  
sell,remains !expensive dont !buy suisse  
sell,dont !buy recovery talks monsoon risk  
sell,dont !buy could butchered  
sell,dont !buy start accumulating  
sell,buy  
sell,buy stocks  
sell,buy stocks  
sell,buy  
sell,buy  
sell,buy  
sell,buy  
sell,buy  
sell,buy  
sell,buying long-term story logic  
sell,buy  
sell,buy policy-oriented stocks  
sell,buy despite correction  
sell,buy pantaloon current level  
sell,buy  
sell,buy  
sell,buy  
sell,buy  
sell,buy banks  
sell,buy vayalar  
sell,buy  
sell,buy prefer  
sell,buy  
sell,looking steps buying citi  
sell,buy banks  
sell,buy  
sell,buy infrastructure  
sell,buy  
sell,buy  
sell,buy  
sell,buy  
sell,buy  
sell,volume degrowth buy fresh  
sell,buy opening  
hold,dont !position play  
hold,dont !stocks views chaturvedi committee  
hold,mkts !indecisive dont !large positions  
hold,dont !breaks  
hold,dont !suggests  
hold,trend !down dont ! 
hold,dont !wait bounce back violet  
hold,dont !much stick stocks  
hold,!short dont ! 
hold,dont !policy  
hold,dont !stocks specific  
hold,dont !specific  
hold,!choppy dont !ahead policy  
hold,correction !short dont ! 
hold,!volatile dont !stocks pros  
hold,dont !buy  
sell,bullish sentiment mkts  
sell,sees bullish cues earnings muted  
sell,cues dampened bullish signs  
buy,fiis continue buying august  
buy,buy  
buy,buying seen midcaps  
buy,buy  
buy,buy bfl dips  
buy,buy mid-caps decline  
buy,wait buy fresh  
buy,buy  
buy,buy construction stocks  
buy,buy lower levels  
buy,buy current level  
buy,buy close  
buy,long-term investors buy current level  
buy,buy stocks decline  
buy,buy fall  
buy,buy declines  
buy,buy technology stocks  
buy,buy dips  
buy,buy decline  
buy,buy fall  
buy,buy decline  
buy,buy centurion declines  
buy,buy aviation long  
buy,govts decision buy tonnes relief  
buy,wait correction buy stocks  
buy,buy declines  
buy,buy dips  
buy,buy dips  
buy,buy fall  
buy,buy  
buy,buy declines  
buy,buy dips  
buy,buy current level  
buy,buy fall  
buy,buy correction  
buy,buy correction  
buy,buy correction  
buy,buy target  
buy,buy  
buy,buy wheeler stocks  
buy,buy dips  
buy,buy correction  
buy,buy short  
buy,buy decline  
buy,buy dips  
buy,buy  
buy,buy declines  
buy,buy  
buy,buy  
buy,buy dips  
buy,buy fertilisers nagarjuna fertilisers  
buy,buy closer  
buy,buy long  
buy,buy rayalaseema  
buy,buy decline  
buy,buy close  
buy,buy nagarjuna fertilisers falls  
buy,buy decline  
buy,sell-off opportunity buy  
buy,buy stocks  
buy,stocks buy volatile mkts  
buy,buy goods stocks fall  
buy,buy declines  
buy,buy correction  
buy,buy  
buy,buy declines  
buy,buy +  
buy,fall opportunity buy  
buy,buy  
buy,buy long  
buy,buy stocks  
buy,buy declines  
buy,buy fall  
buy,long-term buy  
buy,buy !slowly dont !leverage positions much  
buy,dont !know prudent buy  
buy,buy theres panic mkts  
buy,buy  
buy,buy dips  
buy,buy stocks  
buy,buy  
buy,buy  
buy,buy c&c svec construction  
buy,enough opportunity left buy stocks  
buy,buy long-term  
buy,buy fall  
buy,looks buying  
buy,buy fall  
buy,buy dips  
buy,buy stocks fall  
buy,buy dips  
buy,buy long  
buy,buy fall  
buy,buy  
buy,dont buying happen  
buy,buy largecap stocks trading  
buy,buy declines  
buy,buy bongaigaon refineries  
buy,buy dips  
buy,buy deeper falls  
buy,buy  
buy,buy declines  
buy,buy dips  
buy,buy  
buy,think buying around  
buy,buy stks fall  
buy,buy  
buy,tyche sees buying opportunities china  
buy,buy  
buy,mkts bottom around dont buy  
buy,investors must buy ahead turnaround  
buy,buy  
buy,buy goods stocks declines  
buy,buy crude precious pullbacks  
buy,buy  
buy,buy  
buy,buy rather  
buy,buying interest seen large lower levels  
buy,buy aviation stocks rather  
buy,buy based individual risk appetite  
buy,signs buying lower levels pretty encouraging  
buy,valuations attractive buy  
buy,investors buy  
buy,mkts need genuine delivery based buying  
buy,buys shrs  
buy,buy volatility  
buy,diis buy crore cash markets (prov)  
buy,fiis buy crore f&o  
buy,buy  
buy,buy  
buy,buying seen stocks  
buy,buy  
buy,buying seems like unrelated diversification  
buy,buy closer  
buy,domestic funds buyers  
buy,mkts buying interest short covering  
buy,buying seen stocks  
buy,lack buying domestic funds higher levels  
buy,buy entertainment around  
buy,buy stocks correction  
buy,buy  
buy,approach buying perspective  
buy,buying interest open offer hopes  
buy,aggresive investors buy  
buy,buy -year horizon  
buy,post stake buyout  
buy,buy jaiprakash  
buy,pay buy stake  
buy,buy mmbtu  
buy,buying  
buy,buy bluechips trading  
buy,rally driven buying short covering  
buy,left-out feeling leads panic buying  
buy,panic buying pushes markets  
buy,investors patient buy declines  
buy,buying opportunity stocks  
buy,buy  
buy,buy  
buy,fund buy venturbay  
buy,fiis diis buy wed (prov)  
buy,careful buying sesa  
buy,buy below  
buy,buy around  
buy,buy stocks breaks  
buy,buy stocks  
buy,buy declines  
buy,buy holidays around  
buy,could buying lower levels  
buy,mkts strengthen strong buying points  
buy,chronicle gets sebi nod buyback  
buy,buy lower level  
buy,little expensive buy dips  
buy,buys great block deal  
buy,buys additional great  
buy,buy dips upside  
buy,buy mkts pullback  
buy,buying seen markets dips  
buy,buy  
buy,higher buy dips  
buy,fiis buy crore aug (prov)  
buy,investors continue buy dips  
buy,buy  
buy,spend buy distressed  
buy,buy  
buy,stake buy positive  
buy,buy short  
buy,experts ranged mkts advise stocks sectors buy  
buy,buy fertiliser  
buy,ranged mths buy banks  
buy,buy  
buy,buy  
buy,positive medium buy declines  
buy,buy  
buy,buy could add ebidta  
buy,buy lower levels  
buy,buy upside  
buy,joins buying warburg pincus stk wns  
buy,buy short  
buy,positive china buy  
buy,buy  
buy,buy  
buy,genpact ibm daksh buy amex bpo biz  
buy,five buys  
buy,buy lower levels  
buy,buy short  
buy,buy  
buy,buy  
buy,buy intraday  
buy,firm offer buy stake kuwaits  
buy,fiis buy (prov)  
buy,buy  
buy,buy  
buy,buy intraday  
buy,fiis buy (prov)  
buy,buy nagarjuna construction intraday  
