comment_id,label,comment
16546,buy,go long intraday dips points 
16607,buy,go long ambuja cements 
16666,buy,go long educomp solutions 
16669,buy,go long kfa market angst stay 
16776,buy,go long allahabad bank dish tv 
16831,buy,go long crompton greaves 
16855,buy,go long titan industries 
16996,buy,go long tata motors short tata power 
17130,buy,go long mahindra bank dips 
17141,buy,go long allahabad bank andhra bank uco bank 
17215,buy,go long tata power 
17411,buy,bearish psu banks go long sail 
17534,buy,go long ongc stay away cairn 
17650,buy,go long 
17708,buy,go long icici bank 
17792,buy,go long apollo tyres ranbaxy labs 
17844,buy,go long glenmark pharma dip 
17938,buy,go long hpcl bpcl ioc 
18019,buy,go long bpcl target 
18029,buy,nifty hold go long buy dips 
18052,buy,go long sbi target 
18067,buy,go long manappuram 
18078,buy,go long bank target 
18181,buy,go long sbi stop loss 
18254,buy,go long aurobindo pharma 
18409,buy,see support go long today 
18440,buy,go long kumars nationwide 
18542,buy,go long dlf hdil indiabulls realty 
18584,buy,go long bank 
18599,buy,go long infra may move 
18613,buy,go long dabur 
18654,buy,nifty may see go long declines icici direct 
18727,buy,go long infosys 
18761,buy,go long hindalco industries 
18780,buy,go long ambuja cements 
18812,buy,go long acc 
18829,buy,go long sintex industries 
18872,buy,go long century textiles 
18928,buy,go long allahabad bank uco bank canara bank 
19071,buy,go long aban offshore 
19099,buy,go long allahabad bank dena bank 
19204,buy,go long bgr energy 
19332,buy,go long punj lloyd 
19466,buy,go long canara bank target 
19618,buy,go long united spirits target 
19766,buy,go long mahindra & mahindra 
19798,buy,go long coal 
19931,buy,go long maruti suzuki around 
19950,buy,go long hul 
20018,buy,go long august series avoid fmcg counter 
20037,buy,go long lupin 
20101,buy,mildly bullish bias go long individual stocks 
20110,buy,go long hindustan unilever 
20144,buy,go long bhel 
20209,buy,go long shree renuka balarampur chini 
20258,buy,go long cummins 
20267,buy,go long industries 
20299,buy,go long united spirits 
20314,buy,go long glenmark pharma 
20353,buy,go long ril stoploss 
20398,buy,bullish nifty time go long 
20621,buy,go long nifty continues strengthen 
20656,buy,go long bharti airtel idea cellular 
20682,buy,go long bank around 
20732,buy,go long irrigation 
20758,buy,go long tata power infra 
20794,buy,go long tata steel target 
20821,buy,go long ntpc 
21024,buy,go long ultratech cement 
21039,buy,go long hul itc 
21097,buy,go long shriram transport 
21167,buy,go long wipro 
21260,buy,go long sbi 
21261,buy,go long bpcl 
21532,buy,go long icici bank mahindra bank 
21765,buy,go long icici bank 
21890,buy,short nifty go long bank icici directs 
21891,buy,go long acc around 
21980,buy,go long hcl tech 
21995,buy,go long nifty holds first hour trade 
22092,buy,nifty heading towards go long 
22223,buy,go long dips nifty trades 
22481,buy,nifty may see near-term go long 
22608,buy,go long jaiprakash associates around 
22609,buy,go long nifty stoploss 
22832,buy,go long lic housing 
22883,buy,go long icici bank 
22895,buy,go long icici bank bank 
22927,buy,go long wipro 
23050,buy,go long voltas 
23091,buy,go long ambuja cements sl 
23251,buy,go long nifty ends today 
23404,buy,go long hcl tech nov futures 
23474,buy,go long ambuja cement acc 
23495,buy,see mild bullish bias today go long 
23543,buy,nifty may see small upswing go long 
23574,buy,go long peninsula land anant ind 
23638,buy,go long suggests stocks 
23732,buy,go long tata steel 
23862,buy,go long federal bank declines 
23918,buy,go long ivrcl 
23940,buy,mkt holds upside surprise fiis go long 
23964,buy,see strong up trending mkt go long 
23989,buy,mkt trend upwards go long using nifty options 
24046,buy,go long nifty inches higher 
24086,buy,go long dr reddys lab dips 
24093,buy,mkt choppy go long declines 
24140,buy,nifty break upside go long 
24149,buy,go long irrigation 
24239,buy,go long m&m 
24240,buy,nifty stuck narrow range go long 
24251,buy,go long srei infrastructure dips 
24280,buy,go long bharti airtel 
24414,buy,go long sail 
24457,buy,go long auto 
24504,buy,go long sun pharma tata steel 
24551,buy,go long dlf unitech hdil 
24561,buy,go long cairn around 
24570,buy,go long tcs 
24586,buy,nifty may retest go long 
24678,buy,go long sks microfinance 
24730,buy,go long infosys 
24736,buy,go long irrigation 
24821,buy,go long apollo tyres avoid shree renuka 
24830,buy,go long apollo tyres 
24835,buy,go long gail 
24836,buy,nifty verge breakout go long 
24849,buy,go long bhel 
24868,buy,nifty may see soon go long 
24992,buy,short banks go long oil & gas 
25039,buy,go long indiabulls real estate 
25082,buy,market still uptrend go long 
25117,buy,lacklusture go long amara raja equirus 
25323,buy,go long pnb 
25418,buy,go long tcs 
25437,buy,go long dr reddys lab 
25550,buy,go long tata motors (dvr) 
25577,buy,go long hexaware technologies 
25578,buy,go long maruti suzuki 
25624,buy,go long l&t 
25696,buy,go long dish tv 
25745,buy,go long itc 
25761,buy,go long itc short hindustan unilever 
25896,buy,go long tata motors 
25908,buy,go long midcaps nifty crosses 
25928,buy,dont go long dlf 
25929,buy,go long cairn stop loss around 
26012,buy,go long bank nifty re-enters sec 
26031,buy,go long indusind bank target 
26033,buy,go long titan target 
26055,buy,go long crompton greaves 
26137,buy,go long bank yes bank syndicate bank murlidhar 
26182,buy,go long yes bank stop loss 
26625,buy,go long idbi bank 
26672,buy,go long auto 
26679,buy,go long ongc 
26807,buy,go long aurobindo cements 
26872,buy,go long nmdc dips 
26903,buy,go long tata motors retest 
26943,buy,go long adani enterprises 
26967,buy,go long tata target 
27094,buy,go long nuvo dips 
27212,buy,go long high quality defensive stocks 
27228,buy,go long ntpc power grid 
27230,buy,go long apollo tyres 
27250,buy,go long lupin target 
27319,buy,go long ril bharti airtel 
27360,buy,go long tata comm gspl short bata 
27504,buy,go long niit tech 
27542,buy,go long godrej industries 
27561,buy,market short-term uptrend go long 
27569,buy,go long idea cellular 
27614,buy,go long dlf 
27660,buy,go long idfc 
27697,buy,go long hexaware 
27836,buy,go long gail 
27862,buy,go long hul target 
28042,buy,go long maruti suzuki 
28080,buy,go long titan industries 
28090,buy,go long ultratech cement 
28148,buy,go long cipla 
28155,buy,go long glenmark target 
28188,buy,go long bharti airtel around 
28189,buy,go long ongc 
28237,buy,go long hul 
28318,buy,go long ipca laboratories 
28335,buy,go long dish tv 
28337,buy,go long idfc 
28632,buy,go long industries 
28642,buy,go long bhel l&t avoid infra 
28658,buy,go long nifty target 
28868,buy,go long shree renuka sugars 
28906,buy,go long voltas 
28943,buy,go long hul dips 
28976,buy,go long jp associates around 
29055,buy,go long rec 
29067,buy,go long voltas 
29106,buy,go long keep stop loss 
29112,buy,go long sun tv short adani enterprise 
29166,buy,go long 
29177,buy,traders go long keep stop loss 
29180,buy,go long maruti suzuki 
29181,buy,go long mahindra satyam 
29260,buy,go long mahindra satyam 
29274,buy,go long tcs 
29291,buy,go long hpcl 
29307,buy,go long ioc hpcl bpcl 
29352,buy,go long hdil dlf unitech 
29372,buy,go long bharti airtel 
29386,buy,go long l&t 
29498,buy,go long technologies short titan 
29502,buy,go long bank 
29527,buy,go long finserv 
29531,buy,go long hindalco 
29555,buy,go long indiabulls power 
29626,buy,go long godrej industries 
29684,buy,go long icici bank 
29693,buy,go long jaiprakash associates 
29730,buy,go long mahindra & mahindra 
29768,buy,go long cairn 
29882,buy,go long allahabad bank 
29900,buy,go long bpcl 
29905,buy,go long hero motocorp 
29926,buy,go long bata madras cement 
29931,buy,go long nuvo 
29941,buy,go long zee entertainment target 
29983,buy,go long tcs 
29995,buy,go long hcl technologies tcs 
30002,buy,go long bank short bharti airtel 
30024,buy,buy sun pharma go long idfc 
30035,buy,go long commercial vehicles space 
30044,buy,go long tech mahindra 
30086,buy,go long sintex glenmark 
30092,buy,go long crompton greaves 
30093,buy,go long index 
30123,buy,go long mahindra satyam 
30124,buy,go long 
30133,buy,go long sail resistance 
30150,buy,go long irrigation short shriram transport 
30157,buy,go long tata steel hindalco 
30177,buy,go long dlf century textiles 
30226,buy,go long lic housing target 
30237,buy,go long bharti airtel 
30239,buy,go long sks microfinance 
30330,buy,go long siemens 
30349,buy,go long balrampur chini mills 
30381,buy,go long nifty media pack looks tempting sec 
30461,buy,go long divis laboratories 
30506,buy,go long zee entertainment enterprises 
30559,buy,no option go long nifty may see soon 
30582,buy,go long 
30647,buy,go long ultratech cement 
30701,buy,go long sintex industries 
30737,buy,go long ril may rally 
30781,buy,go long thomas cook adani power ivrcl 
30835,buy,nifty consolidate go long icici direct 
30863,buy,go long infosys target 
30867,buy,go long yes bank 
30873,buy,go long dlf 
30905,buy,go long hdil ioc hpcl 
30939,buy,go long manappuram may hit 
30955,buy,go long sbi dips 
31006,buy,go long pharma 
31011,buy,short-term traders go long wockhardt 
31025,buy,go long godrej industries 
31038,buy,go long industries 
31069,buy,go long ranbaxy labs aurobindo pharma 
31089,buy,go long bharti airtel 
31093,buy,go long sun pharma advanced target 
31127,buy,go long jp associates target 
31175,buy,go long dr reddys labs may hit icici direct 
31224,buy,go long dlf 
31230,buy,go long wipro 
31403,buy,go long dr reddys labs lupin 
31413,buy,go long indiabulls real estate 
31420,buy,go long united spirits 
31425,buy,go long exide industries 
31433,buy,go long godrej consumer escorts den networks 
31435,buy,go long irrigation systems 
31449,buy,go long chambal fertilisers 
31487,buy,go long lupin 
31496,buy,go long tata bata sun tv 
31539,buy,go long uco bank 
31571,buy,go long bata sun tv punj lloyd rcf 
31591,buy,go long ambuja cement 
31625,buy,pick private banking stocks go long 
31627,buy,go long bank yes bank rallies 
31658,buy,go long mahindra satyam madras cement 
31742,buy,go long industries may go upto vayalar 
31826,buy,go long psu banks real estate stocks 
31875,buy,go long buy nifty mkt ready bounce 
31950,buy,go long lupin 
31957,buy,go long united phosphorous jet airways 
32037,buy,go long telecom stocks consolidation 
32133,buy,go long havells 
32197,buy,go long muthoot breaks 
32233,buy,go long maruti suzuki 
32236,buy,go long lupin 
32245,buy,sell jp associates & karnataka bank go long gmdc 
32266,buy,go long adani ports bata 
32294,buy,go long tata apollo tyres jubilant food 
32305,buy,go long bharti airtel may go 
32306,buy,go long icici bank expect gains 
32323,buy,go long dlf july futures 
32339,buy,go long infra & indiabulls real estate 
32353,buy,sell karnataka bank go long crompton 
32354,buy,go long mahindra satyam shriram transport 
32372,buy,short cairn go long ongc 
32414,buy,go long dcb sell shriram transport 
32420,buy,go long itc till rally lasts 
32422,buy,go long south indian bank yes bank escorts 
32438,buy,go long tata power vayalar 
32464,buy,go long godrej industries dip 
32466,buy,go long ivrcl jaiprakash power oil hdil 
32489,buy,go long bank target 
32515,buy,go long hero motocorp & bpcl 
32517,buy,go long nifty sustains levels 
32525,buy,go long dr reddys laboratories 
32528,buy,go long suven life sciences uco bank 
32529,buy,go long siti cable dena bank sell uco bank 
32544,buy,go long bhel 
32552,buy,go long tata motors 
32602,buy,dont go long 
32614,buy,go long jm irb infra sell hdil 
32615,buy,go long rallis essar oil sell hexaware 
32629,buy,go long bata 
32654,buy,go long jet airways tata yes bank 
32655,buy,go long andhra bank sell allahabad bank 
32670,buy,go long lupin sell sbi lic housing 
32673,buy,go long itc lupin sell pnb 
32711,buy,go long dabur 
32734,buy,go long power 
32738,buy,correction nifty may cross go long 
32745,buy,go long godrej industries 
32746,buy,go long hcl technologies 
32747,buy,short indiabulls real go long tcs 
32761,buy,go long kpit cummins finolex cables andhra bank 
32763,buy,go long rec may move 
32782,buy,go long strides arcolab pfc polaris 
32865,buy,go long hcl technologies target 
32870,buy,go long nifty breaks 
32911,buy,go long sbi 
32938,buy,go long bank dcb 
32945,buy,go long nifty 
33104,buy,go long dr reddys lab target 
33136,buy,go long tech mahindra glenmark pharma sell hdil 
33140,buy,go long spicejet hexaware sell rcomm 
33169,buy,go long bata yes bank sun tv tata 
33172,buy,go long firstsource dena bank sell rcomm exide 
33237,buy,go long dabur idea glenmark pharma tata 
33239,buy,go long jet airways hexaware sell rcomm sun tv 
33277,buy,go long dabur bata finolex cables tata 
33287,buy,go long nuvo 
33311,buy,go long tcs short coal 
33315,buy,go long hindalco industries 
33346,buy,go long united phos zee entertain jubilant food 
33347,buy,go long db corp irrigation sell uco bank 
33433,buy,go long fresenius kabi m&m biocon 
33491,buy,go long hcl technologies 
33494,buy,go long adani enterprises 
33520,buy,nifty see august series go long 
33535,buy,go long mindtree 
33547,buy,go long gmr infra mindtree unichem laboratories 
33594,buy,go long cesc 
33607,buy,go long m&m mrf bharti infratel 
33767,buy,go long nuvo 
33821,buy,go long britannia industries 
33899,buy,go long idea cellular 
34005,buy,time go long risk return favour buy call avendus 
34061,buy,go long indusind bank 
34152,buy,go long hero motocorp 
34222,buy,go long communications 
34260,buy,go long colgate 
34349,buy,below go long jsw steel 
34376,buy,go long yes bank may move 
34650,buy,go long tata motors 
34738,buy,go long coal target 
34805,buy,go long infra 
34936,buy,go long dlf 
34939,buy,go long idfc 
35037,buy,go long banks mkt volatility not yet icici pru 
35070,buy,go long power 
35092,buy,go long siemens short irb infra 
35093,buy,go long jspl 
35137,buy,go long oriental bank 
35157,buy,go long nhpc dips 
35186,buy,go long pnb sbi icici bank 
35217,buy,go long tata motors dvr 
35293,buy,go long yes bank bank bank 
35294,buy,go long tata power 
35359,buy,go long asian paints 
35439,buy,see more upside mkt go long nifty 
35443,buy,go long ongc 
35449,buy,go long bhel around 
35451,buy,go long titan industries 
35655,buy,go long infosys 
35693,buy,go long cairn 
35773,buy,go long icici bank 
35802,buy,go long idfc 
35856,buy,go long lupin around 
35941,buy,go long mahindra mahindra 
36002,buy,go long dlf indiabulls real estate 
36047,buy,traders go long avoid public sector banks 
36081,buy,go long tata steel ultratech cement 
36158,buy,go long allahabad bank 
36233,buy,go long sintex industries 
36325,buy,go long m&m may test 
36326,buy,go long union bank 
36343,buy,go long idfc target 
36347,buy,go long industries 
36366,buy,indian market near inflection point go long bofa ml 
36438,buy,go long tcs 
36465,buy,go long sun tv 
36467,buy,go long idfc 
36524,buy,go long icici bank 
36540,buy,go long bank baroda 
36625,buy,go long sesa sterlite 
36678,buy,go long dena bank asian paints rcomm 
36704,buy,go long bank 
36719,buy,go long sintex 
36762,buy,go long acc target 
36769,buy,go long united spirits 
36821,buy,go long dlf 
36871,buy,go long industries 
36873,buy,go long top five stocks 
36876,buy,go long hindalco short tata steel 
36885,buy,go long bata vayalar 
36939,buy,go long bank correction 
36994,buy,go long icici bank dlf 
37064,buy,go long dr reddys labs decline 
37124,buy,go long ranbaxy laboratories 
37151,buy,strong support nifty go long 
37194,buy,go long indiabulls real estate 
37238,buy,go long maruti 
37260,buy,go long idfc 
37414,buy,go long idea cellular 
37415,buy,go long tata steel 
37522,buy,go long industries 
37541,buy,go long united breweries 
37572,buy,go long divis laboratories 
37589,buy,go long jsw steel dr reddys labs 
37600,buy,go long nifty today 
37610,buy,go long jsw steel target 
37616,buy,go long united breweries 
37656,buy,go long apollo tyres 
37670,buy,go long larsen toubro 
37708,buy,go long jp power target 
37779,buy,go long ranbaxy 
37857,buy,go long infosys 
37870,buy,go long dlf indiabulls real estate 
37880,buy,go long jubilant foodworks 
37884,buy,go long bank 
37998,buy,go long uco bank 
38030,buy,go long power grid 
38032,buy,go long unitech 
38078,buy,lookout intraday correction go long 
38107,buy,go long hcl tech 
38129,buy,go long apollo tyres 
38148,buy,go long ceat 
38224,buy,go long nifty holds 
38245,buy,go long l&t 
38246,buy,go long shriram transport 
38254,buy,go long aurobindo pharma 
38255,buy,go long larsen toubro 
38269,buy,go long sbi 
38286,buy,go long 
38314,buy,go long sun pharma target 
38338,buy,go long tcs 
38347,buy,go long indiabulls real estate target 
38429,buy,go long wipro 
38488,buy,go long tata steel 
38489,buy,go long bank baroda 
38566,buy,go long hindalco industries dip 
38648,buy,go long sbi short pnb 
38674,buy,go long lic housing 
38714,buy,go long dlf target 
38785,buy,go long bata target 
38806,buy,go long ranbaxy laboratories 
38876,buy,go long biocon 
38898,buy,go long bpcl may test 
39157,buy,go long 
39178,buy,go long tech mahindra 
39180,buy,go long tcs dips 
39205,buy,go long biocon 
39268,buy,go long 
39273,buy,go long future target 
39274,buy,go long idfc around 
39288,buy,go long cipla 
39306,buy,go long dcb bank 
39444,buy,go long tata beverage 
39447,buy,go long future 
39481,buy,go long ongc 
39536,buy,go long tick justifies buying 
39547,buy,go long l&t 
39633,buy,go long hindustan unilever 
39705,buy,go long bpcl 
39732,buy,good time go long buy maruti dips 
39866,buy,go long gail 
39920,buy,go long coal 
39952,buy,go long tech mahindra 
39977,buy,go long rec 
40080,buy,go long ambuja cements 
40085,buy,go long irb infra short pnb 
40123,buy,go long maruti suzuki 
40196,buy,go long target 
40197,buy,go long industries 
40205,buy,go long manappuram 
40230,buy,go long forge 
40292,buy,go long maruti suzuki tata motors auto 
40429,buy,go long sbi 
40443,buy,go long maruti around 
40466,buy,go long dr reddys laboratories 
40519,buy,go long lupin 
40538,buy,go long jubilant foodworks 
40541,buy,go long mahindra mahindra 
40560,buy,go long jaiprakash associates 
40585,buy,go long zee entertainment 
40593,buy,go long industries 
40601,buy,go long icici bank 
40625,buy,go long hindalco may test 
40627,buy,go long hdil may test 
40714,buy,go long jp associates 
40717,buy,go long apollo hospitals 
40720,buy,go long lic housing 
40727,buy,go long lic housing 
40740,buy,go long target 
40795,buy,go long voltas 
40796,buy,go long mahindra mahindra 
40826,buy,go long bank baroda 
40938,buy,go long sail 
40954,buy,go long tata chemicals 
40956,buy,go long icici bank 
40972,buy,go long lic housing 
41052,buy,go long wipro around 
41104,buy,go long see nifty months 
41222,buy,go long 
41265,buy,go long peninsula land 
41287,buy,go long hero motocorp 
41307,buy,go long rec 
41326,buy,go long irb infrastructure 
41395,buy,go long jaiprakash associates 
41459,buy,go long hpcl 
41462,buy,go long sail chatumohta 
41477,buy,go long karnataka bank 
41483,buy,go long hindustan unilever chatumohta 
41513,buy,go long asian paints 
41533,buy,go long m&m 
41577,buy,go long voltas 
41598,buy,go long havells 
41599,buy,go long hindustan zinc 
41643,buy,go long maruti suzuki dips 
41659,buy,go long adani power 
41738,buy,go long bpcl ril may test 
41739,buy,go long lupin short aurobindo pharma 
41743,buy,go long forge 
41860,buy,go long larsen toubro 
41946,buy,go long tata beverage 
42007,buy,go long industries 
42008,buy,go long m&m around 
42025,buy,go long sesa sterlite hind zinc 
42038,buy,go long jaiprakash associates 
42048,buy,go long cairn 
42178,buy,go long icici bank sbi canara bank 
42212,buy,go long lupin 
42213,buy,go long hindalco 
42226,buy,go long tata steel dlf short bhel 
42276,buy,go long sun pharma 
42308,buy,go long hero motocorp 
42311,buy,go long nuvo 
42323,buy,go long hindalco 
42332,buy,go long crompton greaves indiabulls real 
42367,buy,go long tata beverage 
42396,buy,go long cesc april futures 
42453,buy,go long upl 
42456,buy,go long century textiles 
42482,buy,go long infosys 
42493,buy,go long auto tcs indiabulls real 
42542,buy,go long biocon 
42545,buy,go long infrastructure 
42590,buy,go long apollo tyres 
42635,buy,go long lic housing 
42700,buy,go long lupin 
42702,buy,go long idea cellular 
42747,buy,go long hcl tech 
42749,buy,go long forge 
42771,buy,go long aurobindo pharma 
42773,buy,go long larsen toubro 
42880,buy,go long icici bank call 
42919,buy,go long wipro 
42936,buy,go long idfc 
42986,buy,go long adani enterprises charturmohta 
43005,buy,go long asian paints 
43007,buy,go long canara bank union bank charturmohta 
43033,buy,go long infosys 
43054,buy,go long idfc 
43155,buy,go long crompton greaves short iob 
43189,buy,go long ioc 
43190,buy,go long power corporation 
43199,buy,go long rec 
43251,buy,go long call 
43299,buy,go long shriram transport 
43371,buy,go long tvs motor 
43379,buy,go long forge 
43380,buy,go long tata steel 
43407,buy,go long jaiprakash associates 
43448,buy,go long hero motocorp around 
43472,buy,go long tata beverage 
43481,buy,go long indraprastha gas 
43494,buy,go long buy nifty bank nifty 
43521,buy,go long icici bank yes bank 
43528,buy,go long bank m&m ongc 
43590,buy,go long m&m may hit 
43602,buy,go long bank call 
43603,buy,go long indiabulls real estate 
43635,buy,go long l&t holdings 
43689,buy,go long 
43696,buy,go long hindalco industries 
43801,buy,go long crompton greaves call 
43802,buy,go long leyland nevneet 
43893,buy,go long idbi bank around 
43908,buy,go long sbi 
44052,buy,go long lic housing futures 
44054,buy,go long icici bank target 
44055,buy,go long cipla target 
44056,buy,go long tech mahindra may hit 
44090,buy,go long cesc 
44107,buy,go long l&t may test 
44126,buy,go long godrej industries 
44147,buy,go long tata beverage 
44176,buy,go long grasim industries 
44286,buy,go long hdil 
44292,buy,go long godrej industries 
44335,buy,go long short bank 
44365,buy,short tata motors dvr go long tata motors 
44394,buy,go long hcl technologies 
44418,buy,go long cipla declines 
44432,buy,go long infosys wipro hcl tech tcs 
44444,buy,go long irrigation 
44474,buy,go long bank 
44492,buy,go long m&m may test 
44541,buy,go long bhel may test 
44542,buy,go long ongc bhel century textiles 
44639,buy,go long wipro 
44656,buy,go long nifty stoploss 
44668,buy,go long infrastructure 
44688,buy,go long ab nuvo declines 
44791,buy,go long petronet lng sun tv 
44812,buy,go long adani enterprises 
44825,buy,go long infosys 
44828,buy,go long future 
44875,buy,go long andhra bank 
44881,buy,go long yes bank 
44888,buy,go long jubilant foodworks 
44941,buy,go long sbi 
44942,buy,go long lupin 
44950,buy,go long auto 
44959,buy,go long irb infra united spirits short itc 
45031,buy,go long state bank 
45032,buy,go long bhel 
45043,buy,go long nifty goes buy call options 
45074,buy,go long tata beverage 
45102,buy,go long nifty provide support 
45114,buy,go long tata communications 
45128,buy,go long dish tv 
45138,buy,go long adani ports auto 
45159,buy,go long tata steel 
45181,buy,go long sail tata motors m&m 
45247,buy,go long crompton greaves 
45289,buy,go long m&m declines 
45290,buy,go long siemens 
45304,buy,go long unitech 
45354,buy,go long tata communications futures 
45370,buy,go long irrigation upl petronet lng 
45420,buy,go long nifty post intraday 
45432,buy,go long exide call 
45462,buy,go long banks energy space correction 
45465,buy,go long hcl tech 
45474,buy,go long dish tv 
45475,buy,go long irrigation 
45490,buy,dont go long below 
45605,buy,go long idfc 
45733,buy,go long infosys 
45742,buy,go long itc 
45785,buy,go long mcx cox & kings 
45811,buy,go long adani ports 
45828,buy,go long exide industries 
45829,buy,go long adani power 
45924,buy,go long infosys 
45927,buy,go long nifty breaches book profits 
45968,buy,go long hcl technologies 
45970,buy,f&o cues go long nifty 
45990,buy,go long bank 
45991,buy,go long maruti suzuki call 
46034,buy,go long m&m godrej ind 
46040,buy,go long auto dips 
46057,buy,go long icici bank 
46059,buy,go long jubilant foodworks 
46064,buy,go long exide industries 
46119,buy,go long bank 
46125,buy,go long acc 
46141,buy,go long biocon 
46352,buy,go long nifty dips 
46357,buy,go long mahindra mahindra 
46379,buy,go long exide industries 
46403,buy,go long buy nifty mkt likely remain cheerful 
46525,buy,go long m&m 
46526,buy,go long irb infra target 
46528,buy,go long forge target 
46547,buy,go long idea cellular 
46587,buy,go long godrej industries 
46589,buy,go long bhel 
46664,buy,go long mahindra mahindra 
46712,buy,go long shriram transport 
46725,buy,go long shriram transport 
46848,buy,go long cesc 
46858,buy,go long heavy electricals 
46864,buy,go long l&t housing 
46879,buy,go long ongc 
46880,buy,go long idfc 
47098,buy,go long industries 
47109,buy,go long dlf 
47114,buy,go long exide industries 
47117,buy,go long dr reddy’s laboratories 
47207,buy,go long aurobindo pharma 
47381,buy,go long adani ports 
47425,buy,go long tcs 
47426,buy,go long auto 
47432,buy,go long wipro 
47487,buy,go long hcl technologies 
47571,buy,go long hcl tech wipro 
47576,buy,go long jubilant foodworks 
47578,buy,go long hero motocorp 
47756,buy,go long bharti airtel 
47757,buy,go long crompton greaves 
47771,buy,go long industries 
47824,buy,go long bharti airtel 
47845,buy,go long beml electronics 
47849,buy,go long crompton greaves 
47874,buy,go long hcl technologies 
47937,buy,go long ongc 
47938,buy,go long bank 
47968,buy,go long coal around mohinder 
48014,buy,go long tata coffee 
48016,buy,go long adani ports 
48077,buy,go long jubilant foodworks 
48084,buy,go long leyland 
48280,buy,go long hero motocorp 
48289,buy,go long hero motocorp below 
48291,buy,go long infosys 
48311,buy,go long m&m target 
48367,buy,go long hdil indiabulls real decline 
48369,buy,go long bhel 
48410,buy,go long upl futures 
48476,buy,go long tata motors 
48530,buy,go long wockhardt 
48533,buy,go long tvs motor company 
48534,buy,go long tech mahindra 
48585,buy,see resistance go long icici 
48698,buy,go long biocon 
48736,buy,go long industries 
48758,buy,go long fmcg pharma auto stocks 
48759,buy,go long bpcl 
48769,buy,go long hpcl 
48798,buy,go long tech mahindra 
48814,buy,go long voltas 
48838,buy,go long hcl tech 
48892,buy,go long ongc 
48893,buy,go long ntpc 
48894,buy,go long hpcl 
49036,buy,go long ioc 
49072,buy,go long syndicate bank 
49086,buy,go long wipro 
